"Satisfaction","Gender","Ages","Customer_Type","Class","Inflight_wifi_service","Departure_Arrival_time_convenient","Ease_of_Online_booking","Gate_location","Food_and_drink","Online_boarding","Seat_comfort","Inflight_entertainment","On_board_service","Leg_room_service","Baggage_handling","Checkin_service","Inflight_service","Cleanliness","Departure_Delay_in_Minutes","Arrival_Delay_in_Minutes"
"No","Male","[20, 30)","L","Eco",1,4,1,3,2,1,2,2,1,5,4,4,3,2,0,14
"No","Female","[20, 30)","L","Business",2,2,2,2,2,2,2,2,2,1,1,4,2,2,0,0
"No","Male","[20, 30)","L","Business",2,5,5,5,2,2,2,2,3,1,2,2,2,2,4,9
"Yes","Female","[20, 30)","NL","Business",5,3,5,4,2,5,2,2,3,2,5,5,5,2,0,27
"No","Female","[20, 30)","NL","Eco",1,1,1,4,1,1,5,1,4,1,4,1,3,1,0,0
"No","Male","[20, 30)","NL","Eco Plus",2,0,2,2,3,2,3,3,5,4,1,3,3,3,0,0
"No","Female","[20, 30)","NL","Eco",2,2,1,3,2,1,5,2,3,4,3,3,3,2,0,0
"No","Female","[20, 30)","L","Eco",3,3,2,4,2,2,2,2,3,1,5,4,3,2,0,0
"No","Female","[20, 30)","NL","Business",3,5,3,4,3,3,3,3,4,4,5,5,5,3,9,23
"No","Female","[20, 30)","NL","Eco",3,2,3,3,5,3,5,5,3,1,3,1,4,5,13,9
"No","Male","[20, 30)","NL","Eco",1,1,1,2,5,1,5,5,4,4,2,1,2,5,0,15
"Yes","Female","[20, 30)","L","Business",5,5,5,5,4,4,4,5,5,5,4,4,3,4,140,129
"Yes","Male","[20, 30)","NL","Eco",4,4,4,3,1,4,1,1,3,4,3,3,4,1,34,38
"No","Female","[20, 30)","NL","Eco",2,0,2,3,4,2,4,4,1,5,3,4,3,4,0,0
"Yes","Male","[20, 30)","L","Business",5,5,4,5,5,5,5,5,5,3,4,3,5,5,22,3
"No","Female","[20, 30)","NL","Eco",4,4,4,4,3,4,3,3,1,4,3,2,3,3,21,9
"Yes","Female","[20, 30)","NL","Business",5,5,5,2,2,5,2,2,4,2,4,4,5,2,6,12
"Yes","Female","[20, 30)","NL","Business",0,0,0,4,3,0,3,3,4,3,4,4,4,3,3,42
"No","Female","[30, 40)","NL","Eco Plus",2,2,2,3,5,2,5,5,2,4,4,3,1,5,1,0
"Yes","Female","[30, 40)","L","Eco",4,2,1,1,4,4,4,4,1,3,4,4,4,4,0,0
"Yes","Female","[30, 40)","L","Business",2,2,2,2,2,5,5,5,5,5,5,5,5,3,0,0
"No","Male","[30, 40)","L","Eco",3,4,3,4,3,3,3,3,2,2,3,4,4,3,1,0
"Yes","Male","[30, 40)","L","Eco",3,5,5,5,3,4,3,3,4,4,5,2,2,3,0,0
"Yes","Male","[30, 40)","L","Eco Plus",5,4,4,4,5,5,5,5,1,5,1,4,4,5,0,0
"Yes","Female","[30, 40)","L","Business",1,1,1,1,3,4,5,4,4,5,4,4,4,5,5,7
"No","Female","[30, 40)","NL","Eco",1,0,0,3,2,0,2,2,4,4,3,3,2,2,0,0
"No","Female","[30, 40)","L","Eco Plus",2,4,2,3,2,2,2,2,4,4,5,5,5,2,0,0
"No","Male","[30, 40)","NL","Eco",3,4,3,4,1,3,1,1,3,4,3,2,3,1,1,0
"Yes","Male","[30, 40)","L","Eco",4,2,2,2,4,4,4,4,5,5,2,1,3,4,2,0
"Yes","Male","[30, 40)","L","Eco",5,4,4,4,5,5,5,5,4,5,4,3,2,5,0,0
"Yes","Female","[30, 40)","L","Business",4,4,5,4,4,4,4,4,4,4,1,2,5,4,0,0
"No","Male","[30, 40)","NL","Business",3,3,3,1,5,3,5,5,4,2,5,4,5,5,0,0
"No","Male","[30, 40)","L","Eco",1,2,2,2,1,1,1,1,1,4,4,3,3,1,0,0
"No","Female","[30, 40)","L","Business",2,1,2,4,5,2,5,5,2,4,3,2,4,5,5,0
"Yes","Female","[30, 40)","L","Business",5,5,3,5,4,4,4,4,3,5,1,4,3,4,0,0
"No","Male","[30, 40)","NL","Eco",3,0,4,3,3,4,3,3,4,5,1,1,5,3,0,0
"Yes","Female","[30, 40)","L","Business",4,4,4,4,1,4,2,5,5,5,4,3,5,3,89,91
"No","Female","[30, 40)","NL","Eco",4,4,4,4,3,4,3,3,2,1,3,3,3,3,0,0
"No","Female","[30, 40)","L","Eco Plus",4,3,4,3,2,4,2,2,2,2,2,2,3,2,0,0
"No","Female","[30, 40)","L","Business",1,5,1,1,3,4,4,3,3,1,2,5,3,3,0,0
"Yes","Female","[30, 40)","L","Business",4,4,4,4,4,4,4,4,5,3,3,5,5,4,4,0
"Yes","Male","[30, 40)","L","Eco",4,5,1,1,4,4,4,4,2,2,4,4,4,4,0,0
"No","Male","[30, 40)","L","Business",3,1,1,1,3,3,3,3,3,5,3,2,3,3,7,36
"No","Female","[30, 40)","L","Eco",1,5,1,4,2,1,2,2,3,5,4,5,5,2,1,0
"Yes","Male","[30, 40)","L","Business",0,3,0,4,5,4,5,3,3,3,3,3,3,5,14,18
"Yes","Male","[30, 40)","L","Eco",5,2,2,2,5,5,5,5,5,4,5,1,3,5,56,48
"No","Male","[30, 40)","NL","Eco",2,5,2,4,4,2,4,4,2,5,3,1,3,4,0,0
"No","Male","[30, 40)","NL","Eco",3,3,3,3,1,3,1,1,4,2,4,4,3,1,44,62
"Yes","Female","[30, 40)","L","Eco",4,5,4,5,4,4,4,4,3,2,5,1,5,4,0,25
"Yes","Male","[30, 40)","L","Eco",4,5,5,5,4,4,4,4,1,2,1,4,3,4,0,0
"Yes","Female","[30, 40)","L","Business",5,5,5,5,2,4,5,5,5,5,5,3,5,4,13,9
"No","Male","[30, 40)","L","Eco Plus",2,5,5,5,2,2,2,2,2,3,4,2,3,2,56,31
"No","Female","[30, 40)","NL","Business",2,2,2,3,2,2,2,2,5,4,5,3,4,2,0,0
"No","Male","[30, 40)","L","Eco",1,3,3,3,1,1,1,1,4,4,3,2,4,1,7,0
"Yes","Male","[30, 40)","L","Business",5,5,5,5,3,4,5,5,5,5,5,3,5,3,11,8
"No","Male","[30, 40)","L","Eco",3,3,3,3,5,3,5,5,4,3,4,1,3,5,1,0
"No","Female","[30, 40)","L","Eco",4,5,4,3,2,4,2,2,4,4,4,5,3,2,0,0
"Yes","Female","[30, 40)","L","Business",5,5,5,5,5,5,5,4,4,4,4,4,4,4,0,0
"No","Female","[30, 40)","L","Eco",2,4,3,4,2,3,2,2,5,5,4,3,5,2,12,9
"No","Male","[30, 40)","L","Eco",1,1,1,3,1,1,1,1,1,2,2,3,3,1,0,0
"Yes","Male","[30, 40)","L","Business",3,3,3,3,4,4,4,4,5,4,5,3,5,4,0,0
"No","Male","[30, 40)","L","Eco",2,5,2,2,3,2,3,3,3,3,5,4,5,3,0,0
"Yes","Male","[30, 40)","NL","Business",5,5,5,2,4,5,3,4,5,5,4,5,4,4,0,0
"No","Female","[30, 40)","NL","Eco Plus",1,1,1,3,5,1,5,5,4,3,3,4,2,5,0,18
"Yes","Female","[30, 40)","L","Business",5,5,4,5,5,5,5,5,5,5,5,3,4,5,11,5
"No","Male","[30, 40)","L","Business",3,3,3,3,1,4,3,3,3,3,3,4,3,1,0,14
"Yes","Male","[30, 40)","NL","Eco",4,4,4,4,5,4,5,5,1,2,2,5,1,5,0,0
"Yes","Female","[30, 40)","L","Business",2,2,2,2,2,5,4,5,5,4,5,5,5,3,14,11
"No","Female","[30, 40)","L","Business",3,5,5,5,3,3,3,3,4,2,2,4,2,3,32,30
"No","Female","[30, 40)","NL","Eco",2,0,2,1,2,2,2,2,5,2,2,2,3,2,0,0
"Yes","Male","[30, 40)","L","Business",4,4,4,4,1,2,2,5,5,5,5,4,5,3,0,7
"No","Female","[30, 40)","NL","Eco",3,0,3,3,4,3,4,4,2,5,1,2,4,4,0,0
"No","Male","[30, 40)","NL","Eco",4,4,4,3,4,4,4,4,4,5,3,1,2,4,0,0
"No","Female","[30, 40)","NL","Eco",2,0,2,5,2,5,5,5,5,4,2,5,2,5,101,175
"No","Female","[30, 40)","L","Eco",4,4,4,3,4,4,4,4,1,4,4,1,3,4,1,5
"No","Male","[30, 40)","L","Business",2,1,1,1,5,4,3,4,4,4,2,2,4,4,0,0
"No","Male","[30, 40)","NL","Business",2,2,2,4,5,2,5,5,3,5,5,3,4,5,53,78
"No","Female","[30, 40)","L","Eco",2,2,0,3,3,0,3,3,2,1,3,4,4,3,0,2
"Yes","Female","[30, 40)","L","Business",1,1,1,1,5,4,5,5,4,1,3,2,3,5,0,0
"Yes","Male","[30, 40)","L","Eco",0,0,0,2,4,0,4,4,4,3,1,4,4,4,0,0
"No","Female","[30, 40)","L","Eco",1,4,1,4,2,1,2,2,5,2,4,1,3,2,0,4
"Yes","Female","[30, 40)","NL","Business",4,4,4,1,1,4,1,1,5,3,4,5,4,1,0,7
"Yes","Female","[30, 40)","NL","Eco",0,2,0,1,4,0,4,4,5,1,5,4,4,4,0,0
"No","Female","[30, 40)","L","Business",3,5,5,5,5,3,4,3,3,3,3,3,3,3,0,0
"Yes","Female","[30, 40)","L","Business",3,3,3,3,4,5,5,3,4,5,4,5,4,5,0,14
"No","Female","[30, 40)","NL","Eco",3,3,2,4,3,2,3,3,1,2,3,2,4,3,15,7
"No","Female","[30, 40)","L","Eco",4,5,4,4,4,2,2,3,5,4,4,2,4,2,175,165
"No","Female","[30, 40)","L","Eco Plus",2,3,3,3,2,2,2,2,3,2,4,2,4,2,47,32
"No","Female","[30, 40)","L","Eco",1,4,0,3,3,0,3,3,5,3,4,4,5,3,0,0
"Yes","Male","[30, 40)","L","Business",1,1,5,1,2,3,4,5,5,5,5,4,5,4,0,7
"Yes","Female","[30, 40)","L","Business",3,3,3,3,5,1,3,4,4,5,4,3,4,3,0,0
"No","Female","[30, 40)","L","Eco",3,4,3,4,5,3,5,5,5,1,1,2,4,5,118,119
"No","Female","[30, 40)","NL","Business",2,2,2,3,3,2,3,3,5,3,4,4,4,3,5,1
"Yes","Male","[30, 40)","L","Business",3,3,3,3,5,5,5,5,5,2,5,3,5,5,0,0
"No","Female","[30, 40)","L","Eco",4,2,2,2,4,4,4,4,1,2,3,2,4,4,0,0
"No","Female","[30, 40)","L","Eco",4,2,4,3,2,4,1,2,1,2,3,4,3,2,0,0
"No","Male","[30, 40)","L","Eco Plus",1,5,1,3,2,1,2,2,3,3,5,4,4,2,20,62
"Yes","Female","[30, 40)","L","Business",2,2,2,2,3,1,4,5,5,5,5,4,5,5,0,0
"Yes","Male","[30, 40)","L","Business",1,5,1,1,3,4,5,4,4,4,4,3,4,3,0,0
"Yes","Female","[30, 40)","L","Business",2,2,2,2,2,5,4,5,5,5,5,4,5,5,0,0
"No","Male","[30, 40)","L","Business",1,4,4,4,1,1,1,1,3,1,4,3,4,1,0,0
"Yes","Female","[30, 40)","L","Business",3,3,3,3,4,4,4,5,5,5,5,3,5,3,13,0
"No","Male","[30, 40)","L","Eco",4,5,5,5,4,4,4,4,3,5,3,1,4,4,0,0
"No","Female","[30, 40)","NL","Business",1,1,1,1,2,1,2,2,4,4,5,5,4,2,0,0
"No","Male","[30, 40)","L","Eco",2,4,2,3,1,2,1,1,2,3,2,4,3,1,0,9
"Yes","Male","[30, 40)","NL","Business",4,5,5,3,1,5,1,1,4,4,4,4,4,1,0,0
"Yes","Female","[30, 40)","L","Business",4,4,4,4,4,5,5,3,3,3,3,5,3,5,12,0
"Yes","Female","[30, 40)","L","Business",4,5,4,4,3,5,4,4,4,4,4,4,4,3,4,0
"Yes","Female","[30, 40)","L","Business",5,5,5,5,3,3,3,3,4,3,4,3,4,3,22,45
"Yes","Male","[30, 40)","L","Business",5,5,5,5,5,5,5,5,5,4,5,5,5,5,0,0
"No","Male","[30, 40)","L","Eco",3,1,1,1,3,3,3,3,3,2,3,1,4,3,14,5
"No","Male","[30, 40)","L","Eco",3,5,3,3,4,3,4,4,2,1,4,2,4,4,31,46
"No","Male","[30, 40)","L","Eco",3,4,3,3,4,3,4,4,4,2,3,2,4,4,0,0
"Yes","Male","[30, 40)","L","Business",3,3,1,3,4,4,4,4,5,3,5,5,4,4,0,3
"Yes","Male","[30, 40)","L","Business",3,3,3,3,4,4,1,4,4,5,4,1,4,2,18,17
"No","Female","[30, 40)","L","Eco",2,4,2,3,4,2,4,4,4,3,5,4,5,4,0,0
"No","Female","[30, 40)","NL","Business",3,3,3,3,5,3,5,5,4,4,4,4,5,5,0,0
"No","Male","[30, 40)","L","Business",2,2,2,2,1,4,4,2,2,2,2,1,2,1,0,0
"No","Male","[30, 40)","L","Business",3,5,3,1,2,4,4,5,5,3,1,5,5,4,45,44
"Yes","Female","[30, 40)","L","Business",3,1,3,3,4,4,4,5,1,4,1,4,4,4,0,0
"Yes","Male","[30, 40)","L","Eco Plus",4,5,5,5,4,4,4,4,3,3,4,4,4,4,0,0
"No","Male","[30, 40)","L","Business",4,1,3,1,1,3,3,4,4,3,4,2,4,1,0,0
"Yes","Female","[30, 40)","L","Business",4,4,1,4,4,5,4,4,4,4,4,5,4,4,2,3
"No","Male","[30, 40)","NL","Business",3,3,3,1,1,3,1,1,5,4,5,4,5,1,2,0
"No","Male","[30, 40)","L","Eco",2,4,2,3,2,2,1,2,5,3,4,3,4,2,0,0
"No","Male","[30, 40)","L","Business",3,5,5,5,3,2,3,3,3,3,4,1,4,3,0,0
"No","Female","[30, 40)","L","Eco",2,5,5,5,2,2,2,2,3,1,3,3,3,2,23,4
"Yes","Female","[30, 40)","L","Business",5,5,5,5,3,5,5,5,5,5,5,3,5,5,0,0
"Yes","Male","[30, 40)","L","Business",1,1,1,1,3,4,4,4,4,4,4,3,4,5,0,0
"No","Female","[30, 40)","L","Business",2,3,5,5,2,2,2,2,2,4,2,4,2,2,0,0
"No","Female","[30, 40)","L","Eco",4,2,2,2,4,4,4,4,4,2,3,1,3,4,0,0
"No","Female","[30, 40)","L","Eco",2,2,2,4,2,1,2,3,1,4,3,2,1,2,147,157
"No","Male","[30, 40)","NL","Eco",2,1,1,2,4,2,4,4,4,5,1,2,2,4,18,14
"Yes","Female","[30, 40)","L","Eco",0,4,0,2,3,0,1,3,3,2,5,3,5,3,80,75
"Yes","Male","[30, 40)","L","Business",1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,0
"Yes","Female","[30, 40)","L","Business",4,4,5,4,4,4,4,4,4,4,4,3,4,4,0,0
"Yes","Female","[30, 40)","L","Eco",5,5,5,5,5,5,5,5,4,4,2,3,5,5,0,0
"No","Female","[30, 40)","L","Business",1,2,2,2,1,1,1,1,3,1,3,4,3,1,52,51
"No","Female","[30, 40)","L","Eco",2,5,0,1,2,0,2,2,3,4,1,5,5,2,0,0
"No","Female","[30, 40)","L","Business",3,4,3,2,2,4,4,3,3,3,3,5,3,4,27,22
"Yes","Male","[30, 40)","L","Business",4,4,4,4,4,4,4,4,5,5,4,3,5,4,20,1
"Yes","Male","[30, 40)","NL","Business",5,5,5,3,3,5,3,3,4,4,4,3,5,3,24,26
"No","Female","[30, 40)","L","Eco Plus",2,1,4,1,2,2,2,2,1,3,3,4,3,2,49,56
"Yes","Male","[30, 40)","L","Business",3,3,3,3,1,3,3,4,4,4,4,2,4,3,0,0
"No","Male","[30, 40)","L","Eco",3,5,3,5,2,3,2,2,1,5,4,4,3,2,0,0
"No","Female","[30, 40)","NL","Eco",3,1,3,3,3,3,5,3,3,5,3,1,4,3,0,6
"No","Female","[30, 40)","L","Eco",2,3,2,3,3,2,3,3,3,5,4,1,3,3,0,0
"Yes","Male","[30, 40)","L","Business",3,3,3,3,5,5,4,4,4,4,4,5,4,4,0,0
"Yes","Female","[30, 40)","L","Eco",0,5,1,4,1,1,1,1,3,2,5,5,4,1,61,52
"Yes","Male","[30, 40)","L","Business",3,3,3,3,2,4,5,4,4,4,4,4,4,3,5,0
"Yes","Male","[30, 40)","L","Business",0,0,0,5,2,5,4,3,3,5,5,4,3,3,10,20
"Yes","Female","[30, 40)","L","Eco",4,4,4,4,4,4,4,4,5,3,4,3,4,4,1,0
"No","Male","[30, 40)","L","Eco",1,5,1,4,4,1,4,4,5,2,5,2,4,4,67,93
"Yes","Female","[30, 40)","L","Business",5,5,5,5,4,4,1,4,4,4,4,2,4,3,65,59
"Yes","Female","[30, 40)","L","Eco",0,3,0,4,3,0,3,3,4,3,4,3,4,3,0,2
"No","Male","[30, 40)","L","Eco",3,4,4,4,3,3,3,3,1,2,4,4,4,3,0,7
"No","Female","[30, 40)","L","Business",1,2,2,2,3,3,3,1,1,1,1,4,1,4,128,115
"No","Male","[30, 40)","NL","Business",3,3,3,3,5,3,1,5,3,5,4,3,5,5,0,0
"Yes","Male","[30, 40)","L","Business",0,5,0,3,1,2,3,4,4,4,4,4,4,1,0,0
"No","Female","[30, 40)","NL","Eco Plus",1,1,1,3,4,1,2,4,4,2,3,3,4,4,13,12
"Yes","Female","[30, 40)","L","Business",1,1,1,1,5,5,5,5,5,4,3,5,2,5,29,29
"Yes","Male","[30, 40)","L","Business",2,2,2,2,4,5,4,5,5,5,4,4,5,5,9,6
"Yes","Female","[30, 40)","L","Business",5,5,5,5,4,1,4,5,5,5,5,4,5,1,0,0
"Yes","Male","[30, 40)","L","Business",5,5,5,5,4,2,1,5,5,5,3,4,5,4,0,0
"Yes","Male","[30, 40)","L","Business",4,3,4,4,2,5,4,4,4,4,4,4,4,4,12,103
"No","Female","[30, 40)","L","Eco",1,3,1,1,5,1,1,5,5,5,3,5,3,5,3,0
"No","Female","[30, 40)","L","Eco",2,2,0,3,0,3,3,2,2,3,3,3,1,3,187,191
"No","Male","[30, 40)","L","Eco Plus",3,5,3,1,1,3,1,1,4,4,5,4,4,1,27,20
"No","Female","[30, 40)","L","Eco",3,5,3,2,4,3,4,4,3,5,4,4,4,4,0,0
"Yes","Male","[30, 40)","L","Business",3,3,1,3,2,5,4,5,5,5,3,4,5,3,15,2
"Yes","Female","[30, 40)","L","Business",5,5,5,5,4,4,5,4,1,2,3,2,1,4,43,31
"Yes","Male","[30, 40)","L","Business",3,3,3,3,3,4,4,5,5,5,5,5,5,4,0,0
"No","Male","[30, 40)","NL","Business",1,2,2,4,2,2,2,2,1,2,4,1,3,2,33,13
"Yes","Male","[30, 40)","L","Business",1,5,1,1,2,5,5,4,4,4,4,5,4,4,95,96
"No","Female","[30, 40)","L","Eco Plus",1,4,1,1,4,1,4,4,4,2,4,4,5,4,18,20
"Yes","Male","[30, 40)","L","Business",3,3,2,3,1,1,5,4,4,5,4,4,4,1,0,0
"No","Female","[30, 40)","L","Eco",3,3,3,3,3,3,3,3,3,4,2,4,3,3,0,0
"Yes","Male","[30, 40)","L","Eco",5,5,5,5,5,5,5,5,2,4,2,1,4,5,0,0
"No","Female","[30, 40)","NL","Eco",3,1,3,2,4,3,4,4,2,4,3,2,3,4,0,0
"Yes","Male","[30, 40)","L","Eco",5,2,2,2,5,5,5,5,3,1,3,5,1,5,0,0
"Yes","Female","[30, 40)","L","Business",3,3,3,3,3,4,5,5,5,5,5,4,5,3,9,0
"No","Female","[30, 40)","NL","Business",3,2,2,4,5,2,5,5,5,2,4,4,5,5,0,0
"No","Female","[30, 40)","L","Eco",4,1,1,1,4,4,4,4,3,3,2,1,3,4,5,0
"No","Female","[30, 40)","L","Eco",4,4,4,5,5,4,5,5,4,3,5,5,4,5,0,0
"No","Male","[30, 40)","L","Business",2,4,4,4,1,1,2,1,1,1,3,3,3,1,4,1
"No","Male","[30, 40)","L","Eco Plus",3,4,3,3,2,3,2,2,1,3,3,1,4,2,92,95
"Yes","Female","[30, 40)","L","Business",2,2,5,2,4,5,5,2,2,2,2,4,2,4,0,0
"No","Male","[30, 40)","L","Eco",2,4,4,4,2,2,2,2,3,4,2,3,2,2,13,8
"Yes","Female","[30, 40)","NL","Eco Plus",4,4,4,2,2,4,2,2,5,2,3,2,4,2,0,0
"No","Female","[30, 40)","L","Business",4,3,4,4,1,4,3,4,4,4,4,2,4,2,26,19
"No","Female","[30, 40)","NL","Business",3,3,3,1,3,3,3,3,4,5,4,5,4,3,42,71
"No","Female","[30, 40)","L","Eco",3,2,3,4,5,3,5,5,3,4,4,1,4,5,0,0
"No","Male","[30, 40)","L","Eco",4,1,3,3,4,4,4,4,1,1,4,2,4,4,1,0
"Yes","Female","[30, 40)","L","Business",4,4,4,4,4,4,3,2,2,2,2,2,2,2,0,18
"No","Female","[30, 40)","L","Business",1,3,3,3,3,4,4,1,1,1,1,1,1,4,5,0
"No","Male","[30, 40)","L","Business",3,3,3,3,3,3,3,3,3,5,4,4,3,3,0,0
"No","Male","[30, 40)","L","Eco",3,2,2,2,3,3,3,3,4,2,3,1,4,3,2,0
"No","Male","[30, 40)","NL","Business",2,2,2,3,4,2,4,4,4,5,4,4,5,4,0,0
"No","Male","[30, 40)","NL","Business",4,4,4,3,4,4,5,4,2,5,5,1,1,4,1,0
"No","Male","[30, 40)","L","Business",3,2,2,2,3,3,3,4,4,3,4,3,3,3,219,207
"No","Male","[30, 40)","NL","Eco",2,2,2,2,1,2,5,1,2,2,5,5,3,1,0,0
"No","Female","[30, 40)","L","Eco",2,4,2,3,3,2,3,3,5,2,5,3,4,3,0,0
"No","Female","[30, 40)","L","Eco",1,1,3,2,2,3,2,2,4,3,2,4,2,2,0,0
"Yes","Male","[30, 40)","L","Business",2,2,2,2,2,5,5,5,5,5,5,5,5,5,0,0
"No","Female","[30, 40)","NL","Business",3,3,3,3,5,3,1,5,3,2,4,3,4,5,0,0
"Yes","Male","[30, 40)","L","Eco",5,4,4,4,5,5,5,5,2,1,4,3,4,5,0,0
"No","Male","[30, 40)","NL","Eco",3,3,3,3,3,3,3,3,1,3,3,4,3,3,0,0
"Yes","Male","[30, 40)","L","Business",4,4,4,4,5,4,5,5,4,1,4,1,4,5,3,0
"No","Male","[30, 40)","L","Business",2,2,2,2,2,2,2,2,2,4,1,4,1,2,0,18
"No","Female","[30, 40)","L","Eco",1,5,1,1,1,4,4,4,2,4,4,4,5,4,138,128
"Yes","Female","[30, 40)","L","Eco Plus",3,5,5,5,3,3,3,3,1,2,4,2,3,3,0,0
"No","Male","[30, 40)","NL","Business",2,2,2,2,2,2,2,2,4,4,5,3,5,2,0,0
"Yes","Female","[30, 40)","L","Eco",4,5,4,4,1,4,1,1,5,5,4,3,5,1,0,0
"No","Male","[30, 40)","NL","Business",1,1,1,3,5,1,5,5,1,3,4,1,3,5,0,0
"No","Female","[30, 40)","NL","Eco",1,1,1,3,1,1,1,1,4,4,3,1,4,1,21,21
"Yes","Male","[30, 40)","L","Eco",4,4,4,3,3,4,3,3,5,5,4,3,5,3,0,0
"No","Female","[30, 40)","NL","Eco",2,2,2,4,3,2,3,3,3,1,3,4,4,3,0,15
"No","Female","[30, 40)","L","Eco",3,5,3,5,5,3,5,5,5,2,5,5,4,5,0,0
"Yes","Female","[30, 40)","L","Eco Plus",5,2,2,2,5,5,5,5,3,2,1,3,2,5,1,20
"Yes","Male","[30, 40)","L","Business",0,0,0,4,1,5,5,2,2,1,1,5,2,3,5,0
"No","Male","[30, 40)","NL","Business",2,2,2,3,4,2,4,4,3,1,3,1,3,4,0,0
"No","Male","[30, 40)","NL","Business",1,1,1,3,4,1,4,4,4,3,4,3,5,4,1,0
"Yes","Female","[30, 40)","L","Business",3,3,3,3,4,3,3,3,2,4,4,3,2,3,233,256
"No","Male","[30, 40)","L","Eco",3,1,4,4,5,4,5,5,2,2,3,4,3,5,0,0
"Yes","Female","[30, 40)","L","Business",1,1,5,1,5,5,5,5,4,2,5,3,4,5,0,0
"Yes","Female","[30, 40)","L","Business",1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,0
"No","Male","[30, 40)","L","Eco",3,5,4,5,4,4,4,4,2,5,5,1,3,4,0,12
"Yes","Male","[30, 40)","L","Business",1,1,1,1,4,5,5,4,4,4,4,3,4,3,33,24
"Yes","Male","[30, 40)","L","Business",5,5,5,5,3,4,5,5,5,5,4,4,5,3,8,0
"No","Female","[30, 40)","L","Eco",2,1,2,3,5,2,5,5,2,4,3,3,3,5,0,0
"Yes","Female","[30, 40)","NL","Business",4,4,4,3,1,4,1,1,3,3,4,4,5,1,0,8
"Yes","Female","[30, 40)","L","Business",2,2,2,2,3,5,5,5,5,5,5,3,5,4,0,0
"No","Male","[30, 40)","L","Eco Plus",1,5,1,1,3,1,3,3,5,5,5,5,4,3,0,8
"Yes","Male","[30, 40)","L","Business",3,3,3,3,3,3,5,5,5,5,5,3,5,5,9,0
"No","Female","[30, 40)","L","Business",4,3,3,3,4,4,3,4,4,4,4,3,4,3,26,29
"No","Male","[30, 40)","NL","Eco",4,4,5,4,2,5,2,2,4,1,3,2,3,2,20,21
"Yes","Female","[30, 40)","L","Business",2,2,2,2,3,1,2,4,4,4,4,4,4,3,1,0
"No","Male","[30, 40)","NL","Eco",1,1,1,2,5,1,5,5,1,1,2,1,2,5,3,0
"No","Male","[30, 40)","NL","Eco",3,5,3,3,1,3,1,1,5,5,1,4,1,1,0,0
"No","Female","[30, 40)","NL","Eco",2,0,2,3,4,2,4,4,5,2,4,4,4,4,3,1
"No","Male","[30, 40)","L","Eco Plus",3,4,5,4,3,3,3,3,2,5,3,1,4,3,0,0
"No","Male","[30, 40)","L","Eco Plus",4,4,4,2,2,4,2,2,4,2,5,5,5,2,0,0
"Yes","Male","[30, 40)","L","Eco",5,4,4,4,5,5,5,5,5,2,4,1,5,5,2,74
"No","Female","[30, 40)","L","Business",4,2,2,2,5,4,3,4,4,4,4,3,4,3,13,14
"Yes","Female","[30, 40)","L","Business",3,3,3,3,2,1,1,5,5,5,5,3,5,2,0,0
"No","Male","[30, 40)","L","Eco",2,5,0,2,2,0,2,2,3,5,4,3,4,2,79,78
"Yes","Female","[30, 40)","L","Eco",5,5,5,1,1,5,1,1,3,5,4,3,4,1,0,0
"No","Female","[30, 40)","L","Business",3,3,3,3,1,4,4,3,3,3,3,1,3,4,0,0
"No","Female","[30, 40)","NL","Business",1,1,1,3,2,1,2,2,5,2,4,5,4,2,71,61
"Yes","Male","[30, 40)","L","Business",0,4,0,3,5,4,4,4,4,5,5,3,4,4,0,0
"No","Male","[30, 40)","L","Eco",3,4,2,3,2,2,2,2,4,4,4,3,4,2,20,28
"No","Male","[30, 40)","L","Eco",3,2,3,4,5,3,3,5,4,2,3,1,3,5,1,23
"Yes","Male","[30, 40)","L","Business",5,5,5,5,4,5,5,5,5,5,4,4,5,2,0,0
"No","Male","[30, 40)","L","Eco",2,3,2,3,2,2,2,5,5,4,3,2,4,2,0,15
"Yes","Male","[30, 40)","L","Business",3,3,3,3,5,5,5,5,5,2,2,5,3,5,600,589
"No","Male","[30, 40)","NL","Eco",3,0,3,4,1,3,1,1,5,4,2,1,2,1,0,20
"No","Male","[30, 40)","NL","Eco",1,1,1,2,4,1,4,4,3,2,1,4,2,4,49,49
"No","Male","[30, 40)","NL","Business",3,3,3,2,2,3,2,2,3,2,4,5,5,2,0,0
"No","Female","[30, 40)","L","Eco",3,2,3,3,3,3,3,3,1,2,4,4,3,3,0,0
"Yes","Female","[30, 40)","L","Business",3,3,3,3,5,5,5,5,5,4,5,4,5,4,2,15
"Yes","Female","[30, 40)","L","Business",4,4,4,4,2,4,5,4,4,5,4,3,4,5,0,0
"No","Female","[30, 40)","L","Eco",3,5,3,1,1,3,1,1,3,3,4,4,4,1,6,0
"Yes","Female","[30, 40)","L","Business",4,4,4,4,2,4,5,4,4,4,4,5,4,4,0,0
"No","Female","[30, 40)","NL","Business",2,2,2,5,2,2,2,2,5,5,4,4,4,2,0,0
"No","Male","[30, 40)","NL","Eco",3,2,2,3,4,2,4,4,1,2,5,2,2,4,0,0
"No","Male","[30, 40)","NL","Business",3,3,3,2,4,3,4,4,4,2,5,4,4,4,0,0
