model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 A3,2019,Manual,5843,Diesel,145,55.4,2,21990
 Q3,2018,Semi-Auto,23800,Petrol,145,48.7,1.4,23990
 A6,2018,Semi-Auto,21000,Diesel,145,64.2,2,20750
 Q3,2019,Manual,1500,Diesel,145,42.8,2,26888
 Q3,2019,Manual,1500,Diesel,145,42.8,2,26888
 Q3,2019,Manual,1500,Diesel,145,42.8,2,26888
 Q2,2019,Manual,5000,Petrol,145,47.1,1,20999
 Q5,2019,Semi-Auto,5000,Diesel,145,36.2,2,46999
 Q3,2016,Semi-Auto,30245,Diesel,165,50.4,2,18990
 A3,2016,Semi-Auto,28307,Diesel,20,72.4,1.6,13999
 Q5,2014,Manual,60173,Diesel,205,47.9,2,14888
 A3,2014,Manual,30126,Diesel,20,68.9,2,11444
 A7,2015,Semi-Auto,42687,Diesel,150,54.3,3,17888
 A6,2019,Semi-Auto,8567,Diesel,150,36.2,3,43490
 A1,2017,Manual,16252,Petrol,30,55.4,1.4,13222
 A1,2014,Manual,36478,Petrol,125,52.3,1.4,9390
 TT,2014,Manual,25414,Petrol,150,47.9,2,16990
 A3,2015,Manual,45009,Diesel,20,67.3,2,14898
 A3,2013,Manual,41442,Petrol,125,53.3,1.4,12698
 Q5,2015,Semi-Auto,75960,Diesel,235,42.8,3,22498
 Q3,2013,Manual,61278,Diesel,145,54.3,2,11498
 A5,2019,Automatic,1500,Petrol,145,39.8,2,27888
 A5,2019,Automatic,1500,Petrol,145,39.8,2,26888
 Q3,2019,Automatic,4000,Diesel,145,47.1,2,31888
 A5,2019,Automatic,5335,Petrol,145,39.8,2,24888
 Q7,2019,Automatic,10500,Diesel,145,32.1,3,54490
 Q3,2015,Semi-Auto,24000,Petrol,200,40.4,2,20990
 Q7,2018,Automatic,7650,Diesel,145,32.8,3,44999
 A1,2016,Manual,16327,Petrol,30,56.5,1.4,13888
 Q3,2016,Semi-Auto,42583,Diesel,150,51.4,2,16990
 Q2,2018,Manual,18323,Petrol,150,50.4,1.4,20290
 Q7,2016,Semi-Auto,14727,Diesel,160,48.7,3,30790
 A6,2016,Semi-Auto,50687,Diesel,145,56.5,2,18990
 Q2,2017,Semi-Auto,14575,Petrol,145,54.3,1.4,19444
 A1,2015,Manual,22148,Petrol,200,40.4,2,15888
 A1,2019,Manual,13059,Petrol,145,50.4,1,19498
 Q3,2016,Manual,18419,Petrol,125,50.4,1.4,15998
 A6,2015,Semi-Auto,38952,Diesel,125,57.6,2,16998
 A6,2016,Semi-Auto,26157,Diesel,125,56.5,3,19998
 Q5,2018,Semi-Auto,21017,Petrol,145,34,3,43888
 Q3,2019,Semi-Auto,1845,Petrol,145,31.4,2,30990
 A1,2020,Manual,4000,Petrol,145,47.9,1,19990
 Q2,2019,Manual,1500,Petrol,145,47.1,1,19990
 Q5,2016,Manual,23314,Petrol,240,37.2,2,19000
 A3,2018,Semi-Auto,18478,Petrol,145,43.5,2,25489
 A5,2015,Manual,37026,Petrol,145,49.6,1.8,15489
 TT,2016,Manual,22688,Petrol,145,47.1,1.8,16289
 A3,2017,Semi-Auto,28151,Petrol,160,43.5,2,22689
 Q5,2017,Semi-Auto,37624,Petrol,145,34,3,35989
 A6,2018,Semi-Auto,9452,Petrol,145,47.9,1.8,23489
 Q3,2017,Semi-Auto,41887,Diesel,145,55.4,2,19350
 Q7,2018,Automatic,16725,Diesel,145,32.8,3,44999
 A6,2014,Manual,44219,Diesel,30,62.8,2,12498
 A5,2016,Semi-Auto,46512,Petrol,260,35.8,3,20498
 A1,2015,Manual,43512,Petrol,30,56.5,1.4,11298
 A5,2017,Semi-Auto,23572,Diesel,145,70.6,2,21898
 Q3,2015,Manual,25719,Diesel,160,49.6,2,17998
 A6,2016,Semi-Auto,32951,Diesel,30,58.9,2,19298
 Q2,2019,Manual,10556,Petrol,145,42.8,1.5,19498
 A6,2016,Semi-Auto,29067,Diesel,30,61.4,2,19998
 A1,2015,Manual,26300,Diesel,0,80.7,1.6,10598
 A1,2020,Semi-Auto,3500,Petrol,145,44.8,1.5,21888
 A1,2020,Semi-Auto,402,Petrol,145,44.8,1.5,22290
 A3,2013,Manual,58867,Petrol,125,53.3,1.4,8498
 A4,2016,Manual,33303,Diesel,20,72.4,2,14998
 A1,2016,Manual,29819,Petrol,0,67.3,1,11200
 Q5,2015,Semi-Auto,35520,Diesel,260,41.5,3,23998
 Q5,2014,Manual,55292,Diesel,205,47.9,2,12995
 A4,2017,Manual,30266,Petrol,125,53.3,1.4,13888
 Q3,2018,Manual,22465,Diesel,150,56.5,2,19990
 A3,2017,Manual,18541,Petrol,30,60.1,1.4,18444
 Q2,2017,Semi-Auto,37125,Petrol,125,52.3,1.4,19888
 Q2,2018,Semi-Auto,18258,Petrol,150,52.3,1.4,22444
 A1,2017,Manual,16438,Petrol,150,57.6,1.4,12444
 Q5,2015,Manual,51962,Diesel,200,47.9,2,17498
 A1,2015,Manual,26811,Petrol,30,58.9,1.4,12798
 A5,2017,Manual,68996,Diesel,30,64.2,2,16498
 Q5,2016,Semi-Auto,46843,Diesel,235,42.2,3,28498
 A6,2016,Manual,62668,Diesel,30,61.4,2,16498
 TT,2016,Manual,33000,Petrol,160,46.3,2,16650
 TT,2016,Manual,40601,Diesel,30,61.4,2,16490
 A6,2017,Semi-Auto,43000,Diesel,30,61.4,2,19190
 A3,2017,Manual,23694,Petrol,145,60.1,1.4,17250
 A3,2017,Manual,21130,Diesel,145,65.7,2,18990
 Q5,2019,Automatic,6000,Diesel,145,34.5,3,49990
 A1,2019,Automatic,4000,Petrol,145,46.3,1,18888
 Q3,2019,Semi-Auto,6500,Diesel,145,48.7,2,26999
 R8,2019,Semi-Auto,4000,Petrol,145,21.4,5.2,129000
 A1,2020,Semi-Auto,4000,Petrol,145,44.8,1.5,22888
 Q5,2020,Semi-Auto,3500,Hybrid,135,117.7,2,46450
 Q2,2017,Manual,7898,Petrol,125,52.3,1.4,17490
 A1,2020,Manual,1500,Petrol,145,48.7,1,19490
 Q2,2017,Manual,4653,Petrol,145,50.4,1.4,20490
 Q2,2017,Manual,18365,Petrol,145,52.3,1.4,17990
 A3,2015,Semi-Auto,45300,Diesel,125,58.9,2,13995
 Q3,2017,Manual,20250,Diesel,145,54.3,2,20495
 A3,2017,Semi-Auto,25335,Petrol,30,56.5,1.4,17990
 A6,2017,Automatic,22631,Diesel,145,50.4,3,27990
 Q3,2014,Semi-Auto,56601,Diesel,200,47.9,2,12040
 A5,2013,Manual,50124,Diesel,30,61.4,2,10440
 Q3,2014,Manual,26782,Petrol,235,38.7,2,13798
 Q3,2015,Manual,38430,Diesel,145,56.5,2,14298
 Q2,2017,Manual,8642,Petrol,145,50.4,1.4,20698
 A4,2019,Semi-Auto,12482,Petrol,145,38.2,2,24998
 A4,2019,Semi-Auto,9880,Petrol,145,38.2,2,24998
 A4,2017,Manual,4734,Petrol,145,52.3,1.4,16998
 A4,2016,Manual,34581,Diesel,30,67.3,2,15998
 A4,2018,Manual,13798,Petrol,145,51.4,1.4,19798
 A6,2017,Semi-Auto,31232,Diesel,150,58.9,2,20998
 Q3,2017,Manual,20110,Petrol,145,51.4,1.4,19498
 Q5,2015,Manual,39056,Diesel,200,47.9,2,19698
 Q3,2015,Manual,36964,Diesel,30,61.4,2,13998
 A4,2013,Manual,72011,Diesel,30,64.2,2,9298
 A6,2017,Semi-Auto,12623,Diesel,150,64.2,2,19798
 A5,2017,Semi-Auto,29668,Petrol,145,45.6,2,23790
 Q3,2015,Semi-Auto,26540,Petrol,205,40.4,2,19995
 A4,2014,Manual,67054,Diesel,30,61.4,2,9995
 A4,2013,Semi-Auto,51000,Diesel,150,53.3,2,12495
 A1,2016,Manual,43000,Petrol,0,67.3,1,10495
 A3,2015,Manual,66088,Diesel,20,67.3,2,12998
 A1,2015,Manual,58223,Petrol,235,39.8,2,14180
 A8,2015,Automatic,35361,Diesel,200,48.7,3,19230
 A4,2016,Manual,25276,Diesel,30,67.3,2,16050
 A4,2017,Semi-Auto,13000,Diesel,145,62.8,2,20690
 A4,2017,Automatic,22467,Petrol,145,50.4,2,18990
 A4,2019,Semi-Auto,9461,Diesel,145,47.9,2,26490
 A3,2019,Semi-Auto,12930,Petrol,145,42.2,1.5,20890
 A6,2019,Semi-Auto,774,Diesel,145,39.8,3,34750
 A6,2016,Semi-Auto,39507,Diesel,160,50.4,3,24490
 A1,2015,Manual,52539,Petrol,30,55.4,1.4,11250
 A1,2013,Manual,56884,Petrol,125,52.3,1.4,8490
 TT,2016,Manual,22883,Petrol,160,46.3,1.8,15763
 A4,2017,Manual,24523,Diesel,30,67.3,2,18298
 Q3,2017,Manual,22195,Petrol,145,49.6,1.4,18698
 A4,2018,Manual,13972,Petrol,145,52.3,1.4,17298
 Q3,2016,Manual,29602,Diesel,145,52.3,2,17498
 Q5,2015,Semi-Auto,48603,Diesel,200,47.1,2,18498
 A4,2017,Manual,12882,Petrol,145,52.3,1.4,16498
 Q5,2017,Semi-Auto,65145,Diesel,235,42.2,3,27498
 Q5,2019,Semi-Auto,35,Petrol,145,32.1,2,34998
 A4,2018,Manual,19934,Petrol,145,52.3,1.4,16498
 Q2,2019,Manual,5624,Petrol,145,43.5,1.5,23444
 TT,2019,Automatic,4550,Petrol,145,37.2,2,32888
 A6,2016,Semi-Auto,44887,Diesel,20,64.2,2,16450
 Q3,2019,Semi-Auto,1856,Diesel,145,45.6,2,35888
 Q3,2015,Semi-Auto,30837,Diesel,160,50.4,2,17998
 A6,2018,Semi-Auto,32383,Diesel,145,61.4,2,21498
 Q5,2015,Semi-Auto,32424,Diesel,200,47.1,2,19998
 A4,2017,Manual,21177,Petrol,145,51.4,1.4,17998
 A3,2017,Manual,38000,Petrol,145,60.1,1.4,13395
 A3,2014,Automatic,26600,Petrol,20,60.1,1.4,11995
 A3,2017,Semi-Auto,9975,Petrol,145,47.9,2,20995
 A3,2016,Manual,68294,Diesel,0,74.3,1.6,10498
 Q3,2016,Manual,29744,Diesel,30,61.4,2,14498
 TT,2015,Manual,41319,Diesel,20,67.3,2,14998
 A6,2016,Semi-Auto,29738,Diesel,30,61.4,2,19998
 A3,2016,Manual,67959,Diesel,0,74.3,1.6,10298
 Q3,2017,Semi-Auto,17013,Petrol,145,47.9,1.4,18498
 A1,2013,Semi-Auto,58573,Petrol,125,53.3,1.4,9600
 A6,2016,Semi-Auto,54813,Diesel,30,64.2,2,14998
 A4,2017,Manual,14290,Petrol,145,51.4,1.4,19298
 A4,2018,Manual,20298,Petrol,145,51.4,1.4,18998
 A6,2015,Semi-Auto,38967,Diesel,125,58.9,2,18598
 A1,2016,Manual,39021,Petrol,30,55.4,1.4,11298
 A6,2014,Semi-Auto,57842,Diesel,30,61.4,2,14495
 A4,2013,Automatic,45582,Petrol,200,40.4,2,12495
 Q2,2019,Manual,16047,Petrol,145,47.1,1,17295
 A5,2014,Manual,44980,Diesel,145,55.4,2,12495
 A5,2015,Manual,41667,Petrol,145,48.7,1.8,12995
 Q5,2018,Semi-Auto,24441,Diesel,145,48.7,3,27991
 A6,2014,Manual,68180,Diesel,30,62.8,2,12498
 A4,2016,Manual,30090,Petrol,125,53.3,1.4,13498
 A5,2016,Manual,17272,Diesel,125,57.6,2,19298
 A6,2016,Semi-Auto,53832,Diesel,30,61.4,2,18498
 A4,2016,Semi-Auto,47791,Diesel,0,72.4,2,13998
 A6,2016,Semi-Auto,30451,Diesel,200,47.1,3,20498
 A5,2016,Semi-Auto,14991,Diesel,160,50.4,2,23998
 A4,2017,Manual,32512,Diesel,30,67.3,2,17698
 A4,2016,Manual,47350,Diesel,20,70.6,2,13498
 A3,2014,Manual,53664,Petrol,30,57.6,1.2,10998
 A3,2016,Manual,37123,Diesel,20,72.4,1.6,8698
 A5,2015,Semi-Auto,41781,Diesel,125,58.9,2,15798
 A4,2017,Manual,34870,Petrol,145,51.4,1.4,16998
 A7,2014,Semi-Auto,40473,Diesel,235,44.8,3,19998
 A4,2018,Semi-Auto,16473,Petrol,145,49.6,1.4,21498
 A3,2019,Automatic,3690,Petrol,145,44.8,1.5,21450
 A3,2019,Manual,6161,Diesel,145,56.5,2,19888
 Q7,2016,Semi-Auto,52793,Diesel,200,47.9,3,30998
 Q5,2019,Semi-Auto,15,Petrol,145,32.1,2,35698
 A3,2017,Semi-Auto,20239,Diesel,145,56.5,2,19998
 Q5,2019,Semi-Auto,74,Petrol,145,33.2,2,31698
 A7,2017,Semi-Auto,30150,Diesel,145,62.8,3,23198
 A3,2016,Manual,56457,Diesel,20,67.3,2,13998
 A4,2016,Manual,41443,Diesel,30,67.3,2,16995
 A4,2017,Semi-Auto,10533,Petrol,145,49.6,1.4,21998
 A4,2017,Semi-Auto,13611,Petrol,145,50.4,1.4,20798
 A6,2016,Semi-Auto,15559,Diesel,150,56.5,2,21880
 Q2,2017,Manual,18882,Petrol,150,55.4,1,16440
 Q3,2017,Manual,18698,Petrol,145,49.6,1.4,19000
 A3,2016,Manual,16837,Petrol,20,60.1,1.4,16000
 A1,2019,Manual,2903,Petrol,150,51.4,1,18990
 Q2,2017,Semi-Auto,18745,Petrol,150,52.3,1.4,20650
 A1,2019,Semi-Auto,4454,Petrol,150,40.9,2,21790
 A1,2019,Semi-Auto,6295,Petrol,145,40.9,2,21444
 A6,2017,Semi-Auto,22456,Diesel,145,61.4,2,21998
 A4,2018,Manual,25922,Petrol,145,50.4,1.4,17998
 Q3,2015,Manual,23960,Diesel,145,52.3,2,16998
 A4,2018,Semi-Auto,11040,Petrol,145,49.6,1.4,21798
 A4,2018,Semi-Auto,15987,Petrol,150,50.4,1.4,20498
 A3,2017,Manual,12396,Petrol,20,60.1,1,13495
 A3,2017,Manual,51870,Petrol,20,62.8,1.4,11495
 A1,2016,Manual,28790,Petrol,0,67.3,1,9995
 A6,2017,Manual,47000,Diesel,30,65.7,2,13995
 A6,2015,Manual,37300,Diesel,30,65.7,2,11995
 Q3,2017,Manual,18972,Diesel,145,56.5,2,19495
 A4,2017,Semi-Auto,70580,Diesel,145,70.6,2,13995
 A5,2018,Semi-Auto,21993,Diesel,145,62.8,2,22795
 A3,2017,Manual,49471,Diesel,145,65.7,2,15495
 A4,2016,Manual,66000,Diesel,30,67.3,2,14495
 A4,2016,Semi-Auto,50715,Diesel,30,65.7,2,16750
 A5,2017,Manual,12978,Petrol,145,49.6,2,20450
 A6,2018,Semi-Auto,7825,Diesel,145,50.4,2,27500
 A3,2019,Semi-Auto,12863,Petrol,145,41.5,1.5,23535
 A3,2019,Automatic,14520,Petrol,145,41.5,1.5,21374
 A3,2019,Semi-Auto,12971,Petrol,145,41.5,1.5,23413
 A1,2019,Semi-Auto,2942,Petrol,145,47.1,1,21714
 Q5,2018,Semi-Auto,7566,Petrol,145,34,3,42500
 Q7,2019,Semi-Auto,2977,Diesel,145,33.2,3,43500
 A3,2019,Manual,7315,Diesel,145,55.4,2,21450
 A1,2019,Semi-Auto,14,Petrol,145,40.4,2,25888
 A3,2017,Semi-Auto,14712,Petrol,30,57.6,1.4,16650
 Q2,2017,Manual,25483,Petrol,30,55.4,1,15835
 A4,2017,Semi-Auto,9806,Petrol,30,53.3,2,19750
 A1,2020,Manual,4000,Petrol,145,49.6,1,19444
 Q2,2020,Manual,1500,Petrol,145,43.5,1.5,25990
 A4,2020,Semi-Auto,1500,Petrol,145,42.8,2,25990
 A6,2019,Automatic,9350,Diesel,145,47.9,2,30888
 TT,2019,Manual,3890,Petrol,145,39.8,2,26500
 A6,2019,Semi-Auto,8735,Diesel,145,37.7,3,43888
 Q3,2016,Manual,22515,Petrol,125,50.4,1.4,15995
 A4,2016,Semi-Auto,57828,Diesel,30,65.7,2,15745
 A4,2017,Automatic,21641,Petrol,145,51.4,1.4,16995
 A3,2017,Manual,18454,Diesel,145,70.6,1.6,13795
 A3,2017,Semi-Auto,36633,Petrol,20,62.8,1,12595
 TT,2013,Manual,39511,Diesel,145,53.3,2,13455
 A6,2016,Manual,35047,Diesel,30,65.7,2,14295
 Q3,2016,Semi-Auto,58406,Petrol,145,47.9,1.4,13995
 Q3,2016,Manual,21331,Diesel,145,52.3,2,17400
 Q3,2017,Manual,14707,Petrol,125,51.4,1.4,17800
 A1,2016,Manual,27706,Petrol,30,55.4,1.4,11990
 A3,2016,Manual,30928,Diesel,20,67.3,2,13250
 A6,2017,Semi-Auto,41272,Diesel,145,61.4,2,20250
 Q7,2017,Semi-Auto,30427,Diesel,145,39.2,4,53990
 A1,2019,Manual,3334,Petrol,145,47.9,1,19888
 Q2,2019,Semi-Auto,2091,Diesel,145,47.9,1.6,24250
 Q2,2019,Manual,2683,Petrol,145,43.5,1.5,25250
 Q2,2019,Semi-Auto,2311,Petrol,145,42.2,1.5,28888
 Q2,2019,Semi-Auto,1910,Petrol,145,42.2,1.5,28690
 A3,2019,Manual,2492,Petrol,145,49.6,1,19490
 A1,2016,Manual,75189,Diesel,0,80.7,1.6,9895
 Q3,2016,Manual,52804,Diesel,30,60.1,2,15595
 A3,2016,Manual,55545,Diesel,20,70.6,1.6,11495
 A3,2017,Manual,68643,Diesel,0,74.3,1.6,11995
 A6,2016,Semi-Auto,58836,Diesel,30,61.4,2,17995
 A3,2015,Manual,71335,Diesel,0,74.3,1.6,9595
 A6,2016,Semi-Auto,57173,Diesel,20,64.2,2,15495
 Q3,2017,Semi-Auto,46862,Diesel,145,55.4,2,17695
 A1,2016,Manual,53440,Diesel,0,80.7,1.6,10395
 A1,2016,Manual,45954,Diesel,0,80.7,1.6,10495
 Q3,2017,Semi-Auto,25234,Diesel,145,55.4,2,19445
 Q3,2016,Manual,22270,Petrol,125,50.4,1.4,15845
 Q5,2016,Semi-Auto,19273,Diesel,200,47.1,2,22995
 A5,2018,Automatic,40929,Diesel,145,58.9,3,24495
 Q2,2018,Automatic,13144,Petrol,145,54.3,1.4,19895
 Q3,2017,Manual,18998,Petrol,145,51.4,1.4,17995
 RS3,2015,Automatic,15016,Petrol,300,34.9,2.5,28985
 A3,2020,Manual,1560,Diesel,145,55.4,2,23995
 A6,2016,Semi-Auto,36273,Diesel,30,61.4,2,16995
 A6,2018,Automatic,27304,Diesel,145,64.2,2,20995
 Q8,2019,Automatic,3011,Diesel,145,32.8,3,77888
 Q2,2019,Manual,804,Petrol,145,47.1,1,19250
 Q5,2019,Semi-Auto,5429,Diesel,145,38.2,2,36444
 A3,2018,Manual,5864,Petrol,145,47.1,1,18995
 A3,2017,Manual,26413,Petrol,20,60.1,1,13695
 A6,2020,Automatic,2234,Petrol,145,34,2,37999
 A6,2019,Automatic,10055,Diesel,145,47.9,2,29250
 Q2,2016,Manual,35624,Diesel,30,64.2,1.6,15990
 A6,2015,Semi-Auto,65866,Petrol,325,30.7,4,22995
 TT,2018,Semi-Auto,10018,Petrol,145,42.8,2,25495
 TT,2015,Semi-Auto,23026,Petrol,200,42.2,2,16990
 A5,2014,Semi-Auto,83468,Diesel,150,53.3,2,12995
 A1,2016,Manual,30123,Petrol,30,56.5,1.4,12995
 A3,2016,Manual,38341,Petrol,125,52.3,1.4,12790
 A4,2017,Semi-Auto,41000,Diesel,0,72.4,2,14995
 Q2,2017,Manual,42755,Diesel,30,64.2,1.6,15250
 A1,2020,Semi-Auto,1192,Petrol,145,44.8,1.5,22990
 Q2,2019,Manual,3371,Petrol,145,43.5,1.5,24448
 A1,2019,Manual,2853,Petrol,145,47.9,1,20344
 Q5,2020,Semi-Auto,5480,Diesel,145,34.5,3,53990
 A1,2019,Manual,3927,Petrol,145,47.9,1,19888
 Q2,2019,Manual,3479,Petrol,145,44.8,1.5,22890
 RS6,2015,Semi-Auto,11484,Petrol,325,29.4,4,51995
 A1,2017,Manual,27444,Diesel,0,76.3,1.6,11795
 A4,2018,Semi-Auto,16249,Petrol,145,50.4,2,22650
 A1,2017,Manual,10417,Petrol,0,67.3,1,13250
 Q2,2017,Semi-Auto,14935,Petrol,145,52.3,1.4,21250
 A3,2019,Automatic,9057,Diesel,145,53.3,1.6,22000
 A4,2019,Automatic,4250,Diesel,145,44.8,2,30500
 Q3,2019,Manual,2774,Petrol,145,41.5,1.5,28888
 A4,2019,Semi-Auto,3076,Diesel,145,44.1,2,32000
 R8,2013,Manual,19834,Petrol,570,19.6,4.2,47995
 A3,2015,Manual,59200,Diesel,0,74.3,1.6,9695
 Q5,2016,Semi-Auto,25721,Diesel,200,47.1,2,22495
 A3,2018,Semi-Auto,9087,Petrol,145,43.5,2,28995
 A6,2016,Semi-Auto,31000,Diesel,20,64.2,2,17495
 Q5,2016,Semi-Auto,25721,Diesel,200,47.1,2,22495
 A3,2018,Semi-Auto,9087,Petrol,145,43.5,2,28995
 A6,2015,Manual,35921,Diesel,30,65.7,2,13495
 A5,2015,Automatic,59886,Petrol,160,44.1,1.8,15750
 A5,2017,Semi-Auto,16471,Petrol,30,53.3,2,22450
 A5,2017,Manual,20184,Diesel,30,64.2,2,19750
 Q5,2015,Semi-Auto,53646,Diesel,235,42.8,3,23450
 A4,2017,Manual,22077,Petrol,145,52.3,1.4,15750
 Q2,2017,Manual,17000,Petrol,145,50.4,1.4,19450
 A5,2017,Semi-Auto,20891,Diesel,125,60.1,3,23490
 TT,2015,Semi-Auto,43000,Petrol,205,42.8,2,16450
 Q3,2014,Manual,75848,Diesel,165,49.6,2,11495
 A6,2017,Semi-Auto,21883,Diesel,145,61.4,2,21995
 Q3,2018,Semi-Auto,25374,Petrol,145,48.7,1.4,22495
 A6,2015,Semi-Auto,77352,Diesel,30,64.2,2,14995
 A3,2018,Manual,12350,Petrol,145,54.3,1.5,18995
 A5,2016,Automatic,14847,Petrol,260,35.8,3,22995
 A6,2015,Semi-Auto,32235,Diesel,30,64.2,2,16995
 Q7,2013,Semi-Auto,82890,Diesel,300,38.2,3,17995
 A1,2013,Manual,48000,Petrol,125,53.3,1.4,9995
 A1,2016,Manual,21662,Petrol,30,56.5,1.4,12995
 A8,2014,Automatic,48399,Diesel,200,47.1,3,17790
 A3,2016,Manual,29813,Diesel,0,74.3,1.6,11790
 A4,2017,Manual,91212,Diesel,30,64.2,2,13490
 A3,2013,Automatic,61400,Petrol,125,50.4,1.8,11450
 A4,2016,Manual,30625,Diesel,30,67.3,2,15990
 A3,2015,Semi-Auto,48194,Diesel,20,70.6,1.6,11390
 Q2,2017,Semi-Auto,18887,Petrol,125,52.3,1.4,19990
 A7,2017,Semi-Auto,16236,Diesel,145,61.4,3,23990
 A3,2015,Manual,61443,Diesel,20,70.6,1.6,9990
 A5,2017,Semi-Auto,51243,Diesel,30,62.8,2,19990
 Q2,2019,Manual,4686,Petrol,145,47.1,1,18595
 A1,2018,Semi-Auto,1643,Petrol,145,64.2,1,13495
 A3,2017,Manual,28334,Petrol,150,62.8,1,11895
 Q3,2017,Semi-Auto,15916,Petrol,150,47.9,1.4,17995
 A4,2015,Manual,65285,Diesel,20,67.3,2,16350
 A4,2017,Manual,59000,Diesel,30,67.3,2,15250
 A4,2015,Manual,57729,Diesel,30,61.4,2,12690
 A1,2014,Manual,68037,Petrol,125,53.3,1.4,8290
 Q5,2014,Semi-Auto,46186,Diesel,265,41.5,3,22490
 A3,2016,Manual,49379,Diesel,20,70.6,1.6,9995
 A4,2015,Manual,1800,Diesel,30,65.7,2,13495
 A5,2013,Manual,39000,Petrol,150,49.6,1.8,10750
 Q5,2016,Semi-Auto,48269,Diesel,200,47.1,2,19750
 A3,2014,Manual,73722,Petrol,30,57.6,1.2,8600
 A4,2016,Semi-Auto,83984,Diesel,20,70.6,2,12000
 A1,2015,Manual,74901,Petrol,30,55.4,1.4,9500
 A4,2016,Semi-Auto,33319,Diesel,0,72.4,2,14295
 Q7,2019,Semi-Auto,28,Diesel,145,33.2,3,45991
 A4,2019,Semi-Auto,8900,Diesel,145,50.4,2,26990
 Q7,2019,Semi-Auto,37,Diesel,145,33.2,3,49990
 A3,2016,Semi-Auto,58398,Diesel,20,72.4,1.6,11695
 A3,2017,Semi-Auto,2022,Petrol,145,60.1,1,16498
 Q2,2019,Manual,1596,Diesel,145,49.6,1.6,20998
 Q3,2015,Semi-Auto,37986,Diesel,160,50.4,2,17698
 A4,2020,Manual,183,Petrol,145,39.2,2,31498
 A1,2017,Semi-Auto,27496,Petrol,150,56.5,1.4,13998
 Q7,2019,Semi-Auto,31,Diesel,145,33.2,3,49990
 Q3,2017,Manual,21984,Petrol,145,51.4,1.4,16990
 Q5,2018,Semi-Auto,16022,Petrol,145,34,3,37990
 RS4,2018,Semi-Auto,13896,Petrol,145,32.1,2.9,54950
 Q3,2017,Semi-Auto,46066,Petrol,145,40.4,2,21583
 A3,2019,Semi-Auto,6874,Petrol,145,42.2,1.5,21490
 A3,2019,Semi-Auto,5000,Diesel,145,52.3,1.6,22997
 A1,2015,Manual,34616,Diesel,0,80.7,1.6,10716
 A3,2019,Manual,12666,Diesel,145,51.4,1.6,17691
 A4,2019,Semi-Auto,10809,Diesel,145,51.4,2,20933
 A5,2019,Semi-Auto,2459,Petrol,145,39.8,2,25990
 A5,2019,Semi-Auto,1822,Petrol,145,39.8,2,29290
 A5,2019,Automatic,5000,Petrol,145,39.8,2,27491
 Q3,2019,Semi-Auto,10778,Diesel,145,47.1,2,26978
 A5,2019,Semi-Auto,11479,Petrol,145,39.8,2,26990
 Q5,2019,Semi-Auto,6500,Diesel,145,38.2,2,30490
 Q7,2019,Semi-Auto,38,Diesel,145,33.2,3,44636
 TT,2015,Manual,35000,Diesel,20,67.3,2,22950
 A6,2020,Semi-Auto,2000,Diesel,145,50.4,2,52500
 A3,2016,Manual,58000,Diesel,20,70.6,1.6,17950
 A4,2019,Manual,5800,Petrol,145,39.2,2,34950
 Q5,2015,Semi-Auto,30649,Diesel,200,47.1,2,19998
 Q3,2017,Manual,21225,Petrol,125,51.4,1.4,17498
 Q5,2015,Semi-Auto,29820,Diesel,235,42.8,3,24998
 A3,2016,Manual,41014,Petrol,125,53.3,1.4,10998
 A3,2016,Manual,67000,Diesel,0,74.3,1.6,16950
 A6,2018,Semi-Auto,19500,Diesel,145,39.8,3,48950
 Q5,2017,Manual,31185,Diesel,200,47.9,2,22440
 A3,2017,Manual,28987,Petrol,30,57.6,1.4,15995
 A3,2017,Manual,30899,Petrol,145,62.8,1,11895
 Q5,2013,Manual,63153,Diesel,200,47.9,2,14750
 Q3,2018,Manual,11450,Petrol,145,51.4,1.4,19000
 Q2,2017,Semi-Auto,24423,Petrol,150,52.3,1.4,20495
 A4,2020,Semi-Auto,50,Diesel,145,50.4,2,34990
 Q2,2019,Manual,8000,Diesel,145,49.6,1.6,21644
 Q2,2020,Semi-Auto,5000,Petrol,145,42.2,1.5,26990
 Q8,2019,Semi-Auto,5000,Diesel,145,32.8,3,59990
 A5,2019,Semi-Auto,5000,Petrol,145,39.8,2,27858
 A5,2019,Semi-Auto,50,Petrol,145,39.8,2,27990
 Q3,2019,Semi-Auto,6000,Diesel,145,48.7,2,27990
 A6,2018,Semi-Auto,11551,Diesel,150,61.4,2,23490
 A5,2015,Semi-Auto,52357,Diesel,125,60.1,2,12490
 A4,2019,Semi-Auto,10577,Diesel,145,51.4,2,20991
 A4,2016,Manual,29955,Petrol,150,48.7,2,17490
 Q5,2016,Manual,42555,Diesel,205,47.9,2,18890
 Q2,2019,Manual,8345,Diesel,145,47.9,1.6,20790
 Q2,2017,Semi-Auto,20122,Diesel,145,57.7,2,21390
 Q5,2017,Semi-Auto,17503,Petrol,145,34,3,36230
 Q7,2017,Semi-Auto,21375,Diesel,145,39.2,4,47490
 Q5,2019,Semi-Auto,6051,Diesel,145,38.2,2,34583
 RS6,2016,Semi-Auto,28639,Petrol,325,29.4,4,47992
 A4,2016,Semi-Auto,53340,Petrol,30,53.3,2,13990
 A6,2016,Semi-Auto,69030,Diesel,145,56.5,2,16710
