학교명,학년,학생수,교사수
민안초등학교,6,68,3
밀성초등학교,1,88,6
밀성초등학교,2,88,4
밀성초등학교,3,96,4
밀성초등학교,4,110,5
밀성초등학교,5,103,4
밀성초등학교,6,121,5
밀양초등학교,1,106,5
밀양초등학교,2,125,5
밀양초등학교,3,116,5
밀양초등학교,4,131,5
밀양초등학교,5,135,6
밀양초등학교,6,111,5
밀주초등학교,1,29,2
밀주초등학교,2,32,2
밀주초등학교,3,25,2
밀주초등학교,4,30,3
밀주초등학교,5,22,1
밀주초등학교,6,31,3
박달초등학교,1,144,6
박달초등학교,2,160,6
박달초등학교,3,140,6
박달초등학교,4,138,5
박달초등학교,5,173,8
박달초등학교,6,149,6
반계초등학교,1,7,1
반계초등학교,2,5,1
반계초등학교,3,3,1
반계초등학교,4,7,1
반계초등학교,5,9,1
반계초등학교,6,5,1
반곡초등학교,1,390,23
반곡초등학교,2,422,21
반곡초등학교,3,389,20
반곡초등학교,4,392,18
반곡초등학교,5,358,17
반곡초등학교,6,383,20
반동초등학교,1,5,1
반동초등학교,2,12,1
반동초등학교,3,4,1
반동초등학교,4,7,1
반동초등학교,5,2,1
반동초등학교,6,6,1
반산초등학교,1,53,3
반산초등학교,2,52,3
반산초등학교,3,59,4
반산초등학교,4,80,5
반산초등학교,5,89,5
반산초등학교,6,65,3
반석초등학교,1,126,6
반석초등학교,2,145,6
반석초등학교,3,171,7
반석초등학교,4,180,8
반석초등학교,5,219,9
반석초등학교,6,201,9
반성초등학교,1,9,1
반성초등학교,2,8,1
반성초등학교,3,12,1
반성초등학교,4,11,1
반성초등학교,5,10,1
반성초등학교,6,12,2
반송초등학교,1,311,15
반송초등학교,2,366,15
반송초등학교,3,336,15
반송초등학교,4,390,17
반송초등학교,5,459,19
반송초등학교,6,471,19
반안초등학교,1,62,3
반안초등학교,2,101,5
반안초등학교,3,88,4
반안초등학교,4,117,5
반안초등학교,5,108,5
반안초등학교,6,121,6
반여초등학교,1,29,2
반여초등학교,2,34,3
반여초등학교,3,46,3
반여초등학교,4,34,3
반여초등학교,5,57,3
반여초등학교,6,58,3
반월초등학교,1,31,2
반월초등학교,2,32,2
반월초등학교,3,46,2
반월초등학교,4,35,2
반월초등학교,5,40,2
반월초등학교,6,53,3
반지초등학교,1,132,5
반지초등학교,2,135,5
반지초등학교,3,148,7
반지초등학교,4,175,7
반지초등학교,5,179,7
반지초등학교,6,177,8
반천초등학교,1,16,2
반천초등학교,2,7,1
반천초등학교,3,22,1
반천초등학교,4,26,1
반천초등학교,5,12,1
반천초등학교,6,21,1
반포초등학교,1,7,1
반포초등학교,2,6,1
반포초등학교,3,8,1
반포초등학교,4,5,1
반포초등학교,5,8,1
반포초등학교,6,17,2
발곡초등학교,1,70,3
발곡초등학교,2,87,4
발곡초등학교,3,90,4
발곡초등학교,4,100,5
발곡초등학교,5,91,4
발곡초등학교,6,92,4
발안초등학교,1,27,2
발안초등학교,2,26,2
발안초등학교,3,37,2
발안초등학교,4,39,2
발안초등학교,5,44,2
발안초등학교,6,99,8
방곡초등학교,1,161,6
방곡초등학교,2,214,8
방곡초등학교,3,205,8
방곡초등학교,4,176,8
방곡초등학교,5,212,8
방곡초등학교,6,218,9
방교초등학교,1,243,11
방교초등학교,2,210,8
방교초등학교,3,221,8
방교초등학교,4,237,9
방교초등학교,5,256,9
방교초등학교,6,192,7
방기초등학교,1,9,1
방기초등학교,2,10,1
방기초등학교,3,6,1
방기초등학교,4,7,1
방기초등학교,5,7,1
방기초등학교,6,14,1
방어진초등학교,1,113,6
방어진초등학교,2,96,4
방어진초등학교,3,109,5
방어진초등학교,4,103,4
방어진초등학교,5,126,5
방어진초등학교,6,129,6
방일초등학교,1,5,1
방일초등학교,2,9,1
방일초등학교,3,5,1
방일초등학교,4,12,1
방일초등학교,5,12,2
방일초등학교,6,9,1
배곧누리초등학교,1,140,7
배곧누리초등학교,2,171,7
배곧누리초등학교,3,144,6
배곧누리초등학교,4,130,5
배곧누리초등학교,5,105,4
배곧누리초등학교,6,95,4
배곧라온초등학교,1,283,11
배곧라온초등학교,2,313,12
배곧라온초등학교,3,258,10
배곧라온초등학교,4,270,9
배곧라온초등학교,5,319,13
배곧라온초등학교,6,258,9
배곧초등학교,1,239,9
배곧초등학교,2,280,11
배곧초등학교,3,253,9
배곧초등학교,4,286,12
배곧초등학교,5,320,12
배곧초등학교,6,279,10
배곧한울초등학교,1,212,9
배곧한울초등학교,2,190,7
배곧한울초등학교,3,188,8
배곧한울초등학교,4,193,8
배곧한울초등학교,5,209,9
배곧한울초등학교,6,185,7
배곧해솔초등학교,1,259,9
배곧해솔초등학교,2,283,11
배곧해솔초등학교,3,280,11
배곧해솔초등학교,4,275,11
배곧해솔초등학교,5,284,10
배곧해솔초등학교,6,261,10
배다리초등학교,1,91,4
배다리초등학교,2,50,2
배다리초등학교,3,48,2
배다리초등학교,4,40,2
배다리초등학교,5,59,3
배다리초등학교,6,34,2
배방초등학교,1,173,8
배방초등학교,2,221,11
배방초등학교,3,174,7
배방초등학교,4,183,8
배방초등학교,5,198,8
배방초등학교,6,183,8
배산초등학교,1,98,4
배산초등학교,2,105,4
배산초등학교,3,110,5
배산초등학교,4,85,4
배산초등학교,5,86,4
배산초등학교,6,91,4
배양초등학교,1,46,3
배양초등학교,2,51,3
배양초등학교,3,71,4
배양초등학교,4,52,3
배양초등학교,5,75,4
배양초등학교,6,82,6
배영초등학교,1,137,9
배영초등학교,2,132,8
배영초등학교,3,124,7
배영초등학교,4,140,9
배영초등학교,5,153,7
배영초등학교,6,163,8
백강초등학교,1,3,1
백강초등학교,2,10,1
백강초등학교,3,6,1
백강초등학교,4,7,1
백강초등학교,5,11,1
백강초등학교,6,9,1
백동초등학교,1,50,3
백동초등학교,2,60,3
백동초등학교,3,67,3
백동초등학교,4,80,3
백동초등학교,5,105,4
백동초등학교,6,99,5
백령초등학교,1,5,1
백령초등학교,2,12,1
백령초등학교,3,7,1
백령초등학교,4,8,1
백령초등학교,5,11,1
백령초등학교,6,16,1
백록초등학교,1,132,5
백록초등학교,2,139,5
백록초등학교,3,143,6
백록초등학교,4,138,5
백록초등학교,5,171,8
백록초등학교,6,175,7
백마초등학교,1,45,3
백마초등학교,2,74,3
백마초등학교,3,77,3
백마초등학교,4,74,4
백마초등학교,5,119,5
백마초등학교,6,122,5
백문초등학교,1,126,5
백문초등학교,2,152,7
백문초등학교,3,117,5
백문초등학교,4,147,7
백문초등학교,5,143,6
백문초등학교,6,145,6
백봉초등학교,1,8,2
백봉초등학교,2,16,2
백봉초등학교,3,12,2
백봉초등학교,4,23,3
백봉초등학교,5,10,2
백봉초등학교,6,13,2
백사초등학교,1,21,1
백사초등학교,2,25,1
백사초등학교,3,21,1
백사초등학교,4,25,1
백사초등학교,5,37,3
백사초등학교,6,29,1
백산초등학교,1,101,5
백산초등학교,2,106,5
백산초등학교,3,103,5
백산초등학교,4,129,7
백산초등학교,5,143,7
백산초등학교,6,127,6
백석초등학교,1,28,2
백석초등학교,2,21,2
백석초등학교,3,26,2
백석초등학교,4,29,2
백석초등학교,5,31,4
백석초등학교,6,25,2
백성초등학교,1,176,7
백성초등학교,2,166,6
백성초등학교,3,161,6
백성초등학교,4,160,7
백성초등학교,5,163,7
백성초등학교,6,135,5
백송초등학교,1,98,4
백송초등학교,2,153,6
백송초등학교,3,133,5
백송초등학교,4,148,6
백송초등학교,5,173,7
백송초등학교,6,156,6
백수초등학교,1,7,1
백수초등학교,2,15,1
백수초등학교,3,8,2
백수초등학교,4,8,1
백수초등학교,5,10,1
백수초등학교,6,11,1
백신초등학교,1,55,2
백신초등학교,2,74,3
백신초등학교,3,81,3
백신초등학교,4,71,3
백신초등학교,5,82,4
백신초등학교,6,84,3
백암초등학교,1,20,1
백암초등학교,2,19,2
백암초등학교,3,17,2
백암초등학교,4,29,2
백암초등학교,5,30,3
백암초등학교,6,30,3
백양초등학교,1,285,14
백양초등학교,2,323,16
백양초등학교,3,316,14
백양초등학교,4,316,14
백양초등학교,5,348,16
백양초등학교,6,357,18
백운초등학교,1,152,8
백운초등학교,2,140,9
백운초등학교,3,163,10
백운초등학교,4,196,10
백운초등학교,5,174,10
백운초등학교,6,172,10
백운호수초등학교,1,98,4
백운호수초등학교,2,114,5
백운호수초등학교,3,78,3
백운호수초등학교,4,81,3
백운호수초등학교,5,77,3
백운호수초등학교,6,61,3
백원초등학교,1,11,1
백원초등학교,2,9,1
백원초등학교,3,9,1
백원초등학교,4,24,2
백원초등학교,5,8,1
백원초등학교,6,7,1
백의초등학교,1,4,1
백의초등학교,2,13,1
백의초등학교,3,7,1
백의초등학교,4,6,1
백의초등학교,5,5,1
백의초등학교,6,13,2
백제초등학교,1,15,2
백제초등학교,2,10,1
백제초등학교,3,24,2
백제초등학교,4,22,2
백제초등학교,5,25,2
백제초등학교,6,32,2
백합초등학교,1,75,4
백합초등학교,2,115,5
백합초등학교,3,75,3
백합초등학교,4,101,5
백합초등학교,5,99,5
백합초등학교,6,104,4
백현초등학교,1,14,1
백현초등학교,2,20,1
백현초등학교,3,11,1
백현초등학교,4,14,1
백현초등학교,5,15,1
백현초등학교,6,23,2
백화초등학교,1,116,6
백화초등학교,2,98,4
백화초등학교,3,94,4
백화초등학교,4,114,5
백화초등학교,5,137,7
백화초등학교,6,139,7
버들개초등학교,1,90,4
버들개초등학교,2,101,4
버들개초등학교,3,115,5
버들개초등학교,4,132,6
버들개초등학교,5,120,5
버들개초등학교,6,118,5
버들초등학교,1,167,8
버들초등학교,2,189,9
버들초등학교,3,192,9
버들초등학교,4,190,8
버들초등학교,5,206,9
버들초등학교,6,209,8
번천초등학교,1,16,1
번천초등학교,2,16,1
번천초등학교,3,12,1
번천초등학교,4,18,1
번천초등학교,5,15,1
번천초등학교,6,9,1
벌곡초등학교,1,6,1
벌곡초등학교,2,15,1
벌곡초등학교,3,7,1
벌곡초등학교,4,13,1
벌곡초등학교,5,8,1
벌곡초등학교,6,9,1
벌교중앙초등학교,1,4,1
벌교중앙초등학교,2,4,1
벌교중앙초등학교,3,7,1
벌교중앙초등학교,4,9,1
벌교중앙초등학교,5,8,1
벌교중앙초등학교,6,18,2
벌교초등학교,1,36,2
벌교초등학교,2,44,3
벌교초등학교,3,37,2
벌교초등학교,4,43,2
벌교초등학교,5,57,3
벌교초등학교,6,65,3
벌말초등학교,1,99,4
벌말초등학교,2,145,6
벌말초등학교,3,117,5
벌말초등학교,4,133,5
벌말초등학교,5,148,7
벌말초등학교,6,167,6
벌원초등학교,1,69,4
벌원초등학교,2,67,3
벌원초등학교,3,80,3
벌원초등학교,4,95,4
벌원초등학교,5,83,3
벌원초등학교,6,102,4
범계초등학교,1,91,4
범계초등학교,2,112,4
범계초등학교,3,131,5
범계초등학교,4,116,5
범계초등학교,5,138,5
범계초등학교,6,153,7
범박초등학교,1,128,5
범박초등학교,2,123,5
범박초등학교,3,121,5
범박초등학교,4,115,5
범박초등학교,5,123,6
범박초등학교,6,93,4
범서초등학교,1,106,6
범서초등학교,2,121,5
범서초등학교,3,149,6
범서초등학교,4,134,5
범서초등학교,5,192,8
범서초등학교,6,156,7
범어초등학교,1,42,2
범어초등학교,2,39,2
범어초등학교,3,42,3
범어초등학교,4,32,2
범어초등학교,5,34,2
범어초등학교,6,44,3
범일초등학교,1,31,2
범일초등학교,2,31,2
범일초등학교,3,30,2
범일초등학교,4,38,2
범일초등학교,5,45,3
범일초등학교,6,59,3
법성포초등학교,1,15,1
법성포초등학교,2,10,1
법성포초등학교,3,21,1
법성포초등학교,4,21,1
법성포초등학교,5,8,1
법성포초등학교,6,23,2
법수초등학교,1,5,1
법수초등학교,2,7,1
법수초등학교,3,11,1
법수초등학교,4,8,1
법수초등학교,5,9,1
법수초등학교,6,7,2
법환초등학교,1,42,2
법환초등학교,2,37,2
법환초등학교,3,36,2
법환초등학교,4,34,2
법환초등학교,5,29,2
법환초등학교,6,36,2
벽방초등학교,1,54,3
벽방초등학교,2,57,3
벽방초등학교,3,67,3
벽방초등학교,4,55,3
벽방초등학교,5,72,4
벽방초등학교,6,80,3
벽제초등학교,1,44,2
벽제초등학교,2,37,2
벽제초등학교,3,44,2
벽제초등학교,4,41,2
벽제초등학교,5,46,2
벽제초등학교,6,55,2
별가람초등학교,1,108,4
별가람초등학교,2,105,4
별가람초등학교,3,128,6
별가람초등학교,4,128,5
별가람초등학교,5,131,5
별가람초등학교,6,104,5
별내초등학교,1,102,4
별내초등학교,2,123,5
별내초등학교,3,103,4
별내초등학교,4,125,5
별내초등학교,5,155,7
별내초등학교,6,148,6
별량초등학교,1,4,1
별량초등학교,2,11,2
별량초등학교,3,8,1
별량초등학교,4,6,1
별량초등학교,5,14,1
별량초등학교,6,10,2
별망초등학교,1,52,2
별망초등학교,2,43,3
별망초등학교,3,48,2
별망초등학교,4,45,2
별망초등학교,5,60,3
별망초등학교,6,68,4
병영초등학교,1,42,4
병영초등학교,2,58,4
병영초등학교,3,46,3
병영초등학교,4,60,4
병영초등학교,5,64,4
병영초등학교,6,74,7
병점초등학교,1,19,1
병점초등학교,2,20,1
병점초등학교,3,28,1
병점초등학교,4,24,1
병점초등학교,5,38,2
병점초등학교,6,20,2
병천초등학교,1,25,2
병천초등학교,2,20,1
병천초등학교,3,22,1
병천초등학교,4,28,2
병천초등학교,5,33,2
병천초등학교,6,32,2
보개초등학교,1,17,1
보개초등학교,2,14,2
보개초등학교,3,11,1
보개초등학교,4,18,1
보개초등학교,5,6,1
보개초등학교,6,10,1
보광초등학교,1,10,1
보광초등학교,2,12,1
보광초등학교,3,9,1
보광초등학교,4,17,1
보광초등학교,5,10,1
보광초등학교,6,15,2
보길동초등학교,1,10,1
보길동초등학교,2,6,1
보길동초등학교,3,18,1
보길동초등학교,4,7,1
보길동초등학교,5,15,1
보길동초등학교,6,16,2
보길초등학교,1,12,1
보길초등학교,2,10,1
보길초등학교,3,17,1
보길초등학교,4,11,1
보길초등학교,5,21,1
보길초등학교,6,17,2
보라초등학교,1,24,1
보라초등학교,2,27,2
보라초등학교,3,32,2
보라초등학교,4,24,1
보라초등학교,5,28,3
보라초등학교,6,38,3
보람초등학교,1,150,8
보람초등학교,2,188,9
보람초등학교,3,171,7
보람초등학교,4,192,8
보람초등학교,5,243,12
보람초등학교,6,222,10
보름초등학교,1,320,12
보름초등학교,2,265,10
보름초등학교,3,288,11
보름초등학교,4,244,10
보름초등학교,5,248,9
보름초등학교,6,195,7
보림초등학교,1,85,4
보림초등학교,2,90,5
보림초등학교,3,94,4
보림초등학교,4,87,4
보림초등학교,5,107,5
보림초등학교,6,91,5
보목초등학교,1,8,1
보목초등학교,2,11,1
보목초등학교,3,14,1
보목초등학교,4,8,1
보목초등학교,5,18,1
보목초등학교,6,19,1
보산원초등학교,1,11,1
보산원초등학교,2,9,1
보산원초등학교,3,7,1
보산원초등학교,4,6,1
보산원초등학교,5,4,1
보산원초등학교,6,7,1
보산초등학교,1,23,2
보산초등학교,2,42,4
보산초등학교,3,34,2
보산초등학교,4,46,2
보산초등학교,5,26,2
보산초등학교,6,47,4
보성남초등학교,1,19,1
보성남초등학교,2,28,2
보성남초등학교,3,30,3
보성남초등학교,4,28,2
보성남초등학교,5,33,2
보성남초등학교,6,42,3
보성초등학교,1,205,11
보성초등학교,2,180,9
보성초등학교,3,165,8
보성초등학교,4,166,8
보성초등학교,5,183,9
보성초등학교,6,180,10
보수초등학교,1,27,2
보수초등학교,2,28,2
보수초등학교,3,38,2
보수초등학교,4,31,2
보수초등학교,5,20,1
보수초등학교,6,34,2
보은삼산초등학교,1,37,2
보은삼산초등학교,2,43,2
보은삼산초등학교,3,36,3
보은삼산초등학교,4,43,2
보은삼산초등학교,5,50,2
보은삼산초등학교,6,52,3
보정초등학교,1,125,6
보정초등학교,2,126,5
보정초등학교,3,125,5
보정초등학교,4,118,5
보정초등학교,5,135,5
보정초등학교,6,151,6
보체초등학교,1,18,1
보체초등학교,2,9,1
보체초등학교,3,11,1
보체초등학교,4,7,1
보체초등학교,5,15,2
보체초등학교,6,8,1
보평초등학교,1,129,6
보평초등학교,2,173,7
보평초등학교,3,152,6
보평초등학교,4,182,7
보평초등학교,5,165,7
보평초등학교,6,197,8
복대초등학교,1,224,9
복대초등학교,2,215,9
복대초등학교,3,152,6
복대초등학교,4,142,5
복대초등학교,5,129,5
복대초등학교,6,148,6
복사초등학교,1,33,2
복사초등학교,2,33,2
복사초등학교,3,10,1
