ID,height(cm),weight(kg)
6608,160.4,77.3
6609,169.5,43.2
6610,171.5,56.5
6611,161.4,61.4
6612,163.1,66.7
6613,180.3,95.7
6614,168.4,78.9
6615,172.9,61.1
6616,167.1,49.5
6617,170.9,65.6
6618,161.8,63.3
6619,165.2,54.5
6620,172.1,66.7
6621,160.7,60.2
6622,172.3,63.6
6623,159.3,62.7
6624,157.2,59.9
6625,172.1,77.8
6626,168.0,82.0
6627,168.7,57.8
6628,189.4,95.4
6629,170.0,50.1
6630,168.0,38.4
6631,173.4,61.7
6632,162.5,80.0
6633,157.0,80.7
6634,174.6,69.6
6635,166.4,79.2
6636,179.9,70.8
6637,217.79999999999998,111.4
6638,157.5,64.1
6639,159.8,63.1
6640,160.6,49.8
6641,167.4,67.6
6642,174.7,72.0
6643,172.5,60.8
6644,181.9,74.7
6645,164.9,75.7
6646,179.2,51.1
6647,166.8,75.1
6648,180.1,87.8
6649,178.2,55.0
6650,165.5,73.1
6651,183.1,83.3
6652,159.4,65.0
6653,176.0,59.5
6654,179.3,74.3
6655,176.9,72.7
6656,163.6,60.4
6657,177.0,69.5
6658,165.4,75.1
6659,171.8,74.4
6660,170.6,83.5
6661,184.5,56.5
6662,164.2,42.8
6663,181.2,71.5
6664,157.6,46.3
6665,165.7,49.0
6666,174.0,60.0
6667,171.4,84.4
6668,174.1,56.1
6669,163.5,86.1
6670,178.5,71.2
6671,165.6,73.1
6672,170.2,55.5
6673,160.8,56.1
6674,160.0,64.9
6675,160.4,50.6
6676,162.6,80.6
6677,160.4,55.1
6678,167.4,48.3
6679,155.7,51.4
6680,160.8,41.7
6681,178.3,63.2
6682,177.3,64.5
6683,177.9,69.9
6684,182.4,57.7
6685,160.2,58.2
6686,178.1,75.1
6687,159.3,54.4
6688,158.9,46.7
6689,172.8,62.9
6690,162.3,65.5
6691,156.5,44.9
6692,226.40000000000003,126.6
6693,165.4,57.0
6694,187.6,68.5
6695,180.6,70.0
6696,162.7,60.2
6697,167.4,67.8
6698,174.9,42.8
6699,168.2,60.7
6700,160.1,44.4
6701,159.0,55.8
6702,163.3,47.4
6703,172.9,79.7
6704,158.6,60.6
6705,159.4,73.6
6706,184.0,81.8
6707,157.7,42.9
6708,179.8,75.1
6709,160.3,53.1
6710,158.8,59.0
6711,165.4,63.9
6712,173.9,78.5
6713,157.7,52.3
6714,169.4,60.8
6715,169.7,60.0
6716,169.7,67.0
6717,179.0,89.5
6718,165.8,61.8
6719,124.6,16.3
6720,176.9,67.0
6721,183.2,75.5
6722,154.8,53.1
6723,176.8,37.7
6724,176.3,76.3
6725,173.1,76.9
6726,169.5,70.4
6727,182.9,49.4
6728,162.0,46.9
6729,173.8,91.9
6730,169.0,78.0
6731,168.3,65.8
6732,160.8,57.5
6733,168.6,54.4
6734,175.9,64.0
6735,151.6,47.8
6736,174.1,73.9
6737,167.4,57.3
6738,171.9,64.0
6739,162.0,55.6
6740,171.7,67.8
6741,176.3,75.0
6742,168.3,59.1
6743,185.7,94.9
6744,165.3,66.6
6745,167.3,62.1
6746,183.2,68.0
6747,178.5,76.3
6748,160.9,67.7
6749,171.3,62.7
6750,177.1,64.0
6751,169.2,53.0
6752,173.3,61.4
6753,170.3,64.9
6754,163.8,72.7
6755,153.0,46.6
6756,181.4,77.2
6757,161.8,61.9
6758,178.1,62.9
6759,168.6,85.9
6760,157.1,50.3
6761,157.8,59.0
6762,172.7,95.1
6763,165.1,66.0
6764,164.7,73.4
6765,173.4,58.3
6766,166.2,39.8
6767,155.6,57.7
6768,167.1,91.2
6769,174.4,82.2
6770,175.7,53.8
6771,169.7,61.1
6772,173.4,96.2
6773,177.0,66.7
6774,168.4,59.5
6775,166.9,56.3
6776,166.4,71.6
6777,163.3,69.7
6778,179.1,80.4
6779,157.9,68.3
6780,159.3,63.0
6781,164.8,51.3
6782,180.7,90.6
6783,159.2,45.9
6784,162.6,48.3
6785,177.8,68.8
6786,172.6,59.0
6787,171.2,60.6
6788,163.3,58.2
6789,176.9,77.5
6790,167.4,58.3
6791,175.7,62.0
6792,162.1,61.3
6793,175.0,81.9
6794,171.2,76.2
6795,174.5,70.8
6796,178.9,91.9
6797,162.6,64.0
6798,172.6,72.5
6799,166.9,76.4
6800,174.1,80.6
6801,160.8,71.6
6802,152.6,61.9
6803,162.5,52.9
6804,173.0,77.6
6805,175.0,61.7
6806,178.1,92.2
6807,182.6,75.1
6808,160.9,49.3
6809,172.8,63.4
6810,166.6,38.5
6811,170.4,65.5
6812,181.5,83.6
6813,179.3,65.4
6814,170.7,59.9
6815,163.0,53.5
6816,169.2,54.9
6817,177.8,61.1
6818,174.5,84.0
6819,164.3,58.9
6820,172.5,58.5
6821,166.4,47.9
6822,181.6,60.7
6823,176.2,47.7
6824,172.9,67.3
6825,162.1,65.6
6826,156.0,68.6
6827,160.7,67.9
6828,173.3,75.9
6829,172.4,70.3
6830,178.5,61.9
6831,169.5,88.5
6832,174.6,75.8
6833,161.1,59.9
6834,159.6,51.7
6835,166.7,70.3
6836,179.5,47.6
6837,165.7,70.9
6838,178.5,60.0
6839,167.6,72.2
6840,188.2,101.7
6841,178.6,58.7
6842,159.3,76.0
6843,157.9,61.7
6844,162.6,58.2
6845,175.2,69.6
6846,163.2,71.9
6847,163.5,62.8
6848,180.8,71.8
6849,167.3,62.3
6850,157.0,54.8
6851,161.7,76.1
6852,180.9,75.4
6853,163.1,58.3
6854,162.5,78.1
6855,174.1,73.9
6856,178.1,74.7
6857,157.5,66.1
6858,175.3,65.2
6859,180.3,67.6
6860,179.0,66.4
6861,178.5,60.7
6862,156.7,52.0
6863,170.2,57.0
6864,176.1,66.9
6865,164.7,46.0
6866,171.1,55.8
6867,167.3,56.7
6868,168.1,57.7
6869,184.9,85.1
6870,178.8,86.7
6871,166.8,61.6
6872,156.8,57.9
6873,179.3,58.5
6874,178.4,92.5
6875,185.6,84.1
6876,160.2,49.2
6877,168.8,60.7
6878,157.6,64.0
6879,164.4,51.4
6880,171.9,68.0
6881,173.2,59.2
6882,166.4,66.0
6883,179.1,76.4
6884,177.6,81.2
6885,157.3,48.1
6886,177.2,81.3
6887,172.4,74.5
6888,165.6,64.1
6889,161.5,77.7
6890,175.2,50.9
6891,163.9,67.7
6892,173.8,65.5
6893,173.3,77.8
6894,181.9,59.5
6895,176.4,76.6
6896,180.6,58.9
6897,167.7,71.9
6898,178.7,97.1
6899,167.0,48.5
6900,172.1,64.8
6901,178.1,65.7
6902,166.6,66.0
6903,163.5,74.4
6904,164.2,55.5
6905,166.7,63.0
6906,172.3,59.7
6907,181.7,64.7
6908,153.6,53.1
6909,166.9,92.7
6910,163.1,64.2
6911,173.6,58.1
6912,162.8,52.0
6913,175.9,61.9
6914,155.2,48.0
6915,179.8,108.5
6916,171.1,55.3
6917,162.7,70.6
6918,169.6,61.4
6919,169.1,78.1
6920,164.8,65.1
6921,159.8,58.8
6922,168.8,76.0
6923,162.9,45.7
6924,183.2,77.6
6925,177.1,74.3
6926,167.3,65.2
6927,159.8,63.9
6928,184.2,86.1
6929,178.3,68.7
6930,176.7,82.8
6931,167.1,53.1
6932,180.5,59.7
6933,169.8,76.3
6934,161.3,65.4
6935,167.3,62.0
6936,178.8,72.9
6937,181.1,90.0
6938,169.3,73.4
6939,168.4,68.5
6940,159.3,71.7
6941,165.3,79.7
6942,157.7,35.2
6943,157.8,75.2
6944,163.1,67.3
6945,178.1,70.6
6946,170.8,76.9
6947,169.2,75.6
6948,179.2,98.1
6949,174.8,71.7
6950,176.9,35.6
6951,152.0,47.3
6952,162.9,39.1
6953,162.1,57.9
6954,160.3,42.7
6955,173.6,92.2
6956,173.6,68.3
6957,163.3,77.5
6958,189.5,86.4
6959,161.4,50.9
6960,162.2,60.0
6961,152.3,52.6
6962,162.3,83.8
6963,166.7,52.9
6964,147.1,54.7
6965,164.8,65.8
6966,158.3,57.4
6967,118.9,44.8
6968,163.7,55.6
6969,173.0,78.5
6970,164.0,59.2
6971,179.8,59.8
6972,168.7,71.1
6973,170.6,55.3
6974,168.1,54.9
6975,156.7,46.1
6976,167.4,46.5
6977,178.8,85.3
6978,164.7,44.0
6979,159.6,62.5
6980,162.9,38.5
6981,172.4,72.0
6982,166.8,65.0
6983,173.9,74.4
6984,180.8,61.3
6985,163.2,55.7
6986,176.4,76.0
6987,164.2,58.8
6988,159.4,53.8
6989,182.6,80.1
6990,153.9,50.6
6991,179.5,88.5
6992,163.7,43.4
6993,177.7,70.7
6994,167.7,69.4
6995,175.3,73.4
6996,159.7,50.8
6997,177.3,62.1
6998,166.5,51.2
6999,183.8,89.2
7000,180.6,62.0
7001,157.8,43.5
7002,164.8,77.9
7003,154.8,58.6
7004,160.5,69.5
7005,167.8,76.4
7006,166.4,49.6
7007,154.4,64.2
7008,171.7,82.2
7009,183.8,71.1
7010,158.2,65.0
7011,166.0,81.3
7012,151.1,55.0
7013,157.8,78.3
7014,162.5,53.2
7015,167.0,81.1
7016,162.4,48.5
7017,158.0,61.6
7018,171.3,62.3
7019,159.0,42.0
7020,178.1,68.0
7021,158.7,70.6
7022,160.5,70.6
7023,179.0,82.8
7024,160.3,47.3
7025,154.9,42.5
7026,212.6,64.1
7027,167.4,48.6
7028,161.8,76.4
7029,172.6,73.1
7030,180.9,66.2
7031,170.5,66.3
7032,153.1,51.1
7033,182.0,71.0
7034,169.1,56.8
7035,178.5,73.6
7036,170.7,83.6
7037,179.8,77.9
7038,160.7,66.4
7039,160.4,72.2
7040,154.8,50.4
7041,173.8,63.3
7042,180.3,58.1
7043,179.5,64.1
7044,184.2,80.2
7045,162.6,60.6
7046,178.1,92.8
7047,170.2,58.0
7048,159.0,62.3
7049,167.3,74.3
7050,164.0,79.3
7051,171.0,68.9
7052,185.8,75.8
7053,166.5,51.0
7054,176.2,84.5
7055,167.6,49.2
7056,173.0,76.6
7057,171.6,54.5
7058,159.0,73.9
7059,166.3,72.6
7060,166.8,60.0
7061,171.5,69.2
7062,172.8,69.3
7063,170.5,79.0
7064,183.3,76.7
7065,159.2,53.0
7066,162.4,61.3
7067,170.7,61.4
7068,179.6,82.1
7069,160.7,60.3
7070,160.5,41.5
7071,159.1,70.4
7072,178.6,96.3
7073,162.7,67.0
7074,154.9,51.1
7075,175.1,67.9
7076,157.4,46.6
7077,174.6,48.1
7078,164.0,56.3
7079,169.4,48.6
7080,170.7,36.3
7081,175.7,71.0
7082,161.0,65.5
7083,170.3,69.7
7084,169.9,48.9
7085,164.8,45.8
7086,167.1,52.1
7087,160.9,73.0
7088,183.2,74.0
7089,177.3,50.1
7090,181.5,68.8
7091,182.9,68.3
7092,167.7,40.9
7093,180.6,50.1
7094,178.5,66.8
7095,174.2,68.1
7096,171.3,79.0
7097,171.7,59.2
7098,175.0,67.9
7099,165.5,49.6
7100,155.5,48.7
7101,168.7,56.4
7102,173.1,53.4
7103,178.0,91.1
7104,162.3,45.3
7105,172.4,55.3
7106,173.1,82.1
7107,169.6,82.8
7108,175.4,69.8
7109,164.1,64.9
7110,183.3,81.6
7111,179.1,52.7
7112,183.2,87.5
7113,156.6,40.3
7114,164.9,73.3
7115,162.5,63.2
7116,160.0,45.5
7117,179.7,67.6
7118,174.1,68.3
7119,165.9,67.9
7120,179.4,87.1
7121,176.0,70.8
7122,157.2,51.2
7123,171.4,59.7
7124,172.3,32.2
7125,172.8,66.8
7126,167.0,67.6
7127,180.8,59.7
7128,157.4,65.4
7129,179.0,95.7
7130,161.1,59.4
7131,170.2,72.3
7132,182.3,86.1
7133,161.1,82.3
7134,175.7,62.5
7135,184.9,82.1
7136,158.6,59.6
7137,168.2,80.0
7138,177.5,58.1
7139,176.9,67.5
7140,159.0,47.7
7141,168.6,82.6
7142,174.1,75.8
7143,174.2,62.7
7144,183.5,83.4
7145,164.2,53.5
7146,170.6,68.8
7147,158.0,57.3
7148,166.2,52.5
7149,167.8,57.5
7150,165.3,78.9
7151,152.9,55.1
7152,176.9,63.1
7153,155.8,66.5
7154,162.0,68.1
7155,156.6,51.2
7156,158.0,54.4
7157,166.0,63.3
7158,167.1,58.6
7159,180.5,66.0
7160,172.1,67.6
7161,175.0,69.7
7162,156.1,37.0
7163,169.8,70.6
7164,160.4,65.0
7165,179.9,78.6
7166,173.1,48.4
7167,162.9,67.0
7168,167.2,64.5
7169,151.9,47.1
7170,169.2,62.1
7171,154.5,46.3
7172,171.0,53.0
7173,159.9,47.9
7174,184.4,81.4
7175,176.4,70.6
7176,175.7,75.9
7177,176.7,63.6
7178,176.6,75.2
7179,167.6,64.2
7180,178.7,72.0
7181,165.7,65.6
7182,163.4,55.6
7183,177.1,81.4
7184,150.2,46.0
7185,170.1,78.5
7186,182.3,69.7
7187,159.9,53.6
7188,153.6,67.5
7189,163.2,51.5
7190,152.8,45.4
7191,178.3,80.2
7192,166.6,51.4
7193,171.5,65.4
7194,161.4,75.4
7195,175.5,72.4
7196,172.5,66.7
7197,170.5,56.9
7198,177.5,65.1
7199,162.2,45.0
7200,172.4,80.7
7201,173.1,71.8
7202,176.2,86.3
7203,225.69999999999996,60.1
7204,178.9,79.4
7205,160.3,69.2
7206,173.4,86.1
7207,164.1,55.7
7208,157.6,51.8
7209,161.6,78.9
7210,174.6,71.7
7211,153.8,41.8
7212,157.2,61.3
7213,167.7,78.5
7214,160.9,62.0
7215,174.4,77.8
7216,175.9,62.8
7217,161.2,76.8
7218,167.8,71.9
7219,179.4,58.1
7220,178.3,64.9
7221,170.8,69.4
7222,174.6,89.0
7223,186.4,81.2
7224,166.9,59.1
7225,183.4,82.9
7226,164.3,66.5
7227,160.7,64.0
7228,178.7,72.0
7229,172.5,76.9
7230,178.9,72.0
7231,176.5,64.7
7232,166.4,63.3
7233,172.5,76.6
7234,176.2,64.4
7235,183.2,51.8
7236,165.4,48.8
7237,158.3,52.8
7238,162.9,50.4
7239,164.0,68.5
7240,178.0,67.3
7241,164.5,59.1
7242,169.4,45.0
7243,168.3,78.8
7244,174.9,83.5
7245,179.9,80.0
7246,155.3,43.2
7247,159.9,53.2
7248,160.5,59.6
7249,163.4,61.8
7250,174.7,84.3
7251,157.0,51.3
7252,174.5,66.2
7253,158.3,49.7
7254,171.8,55.2
7255,179.2,67.5
7256,161.9,60.3
7257,165.6,62.5
7258,173.6,81.5
7259,172.7,89.8
7260,168.2,76.0
7261,160.4,76.4
7262,154.6,67.2
7263,162.2,45.2
7264,164.1,57.3
7265,176.3,80.5
7266,166.9,72.0
7267,174.3,84.3
7268,172.6,65.2
7269,161.5,49.0
7270,169.8,83.9
7271,221.5,101.1
7272,174.3,66.7
7273,164.4,50.9
7274,167.7,77.1
7275,161.2,59.5
7276,174.0,76.8
7277,163.2,69.1
7278,176.1,57.7
7279,169.0,85.5
7280,165.8,47.7
7281,159.1,65.7
7282,184.9,68.5
7283,177.3,85.7
7284,178.4,88.2
7285,178.4,82.4
7286,179.7,66.7
7287,163.7,60.5
7288,169.6,67.2
7289,183.0,57.3
7290,164.8,58.7
7291,172.8,55.2
7292,160.6,49.5
7293,166.8,75.1
7294,162.4,53.9
7295,174.4,84.9
7296,164.6,55.1
7297,164.0,65.7
7298,160.1,69.1
7299,172.5,63.5
7300,176.7,58.2
7301,162.1,60.7
7302,177.0,71.3
7303,156.2,58.2
7304,164.7,60.0
7305,156.2,56.2
7306,182.8,62.7
7307,160.7,57.9
7308,170.5,59.1
7309,166.2,28.3
7310,173.9,69.7
7311,155.8,65.0
7312,175.5,78.9
7313,154.3,69.7
7314,174.5,64.5
7315,159.2,52.8
7316,161.1,45.7
7317,175.8,80.1
7318,165.6,76.2
7319,176.3,59.7
7320,158.7,61.2
7321,164.6,42.3
7322,170.7,48.1
7323,159.4,54.9
7324,173.6,77.8
7325,171.7,100.1
7326,176.1,96.6
7327,155.1,57.1
7328,161.5,63.7
7329,220.8,125.5
7330,178.7,58.7
7331,170.5,64.5
7332,161.3,59.9
7333,166.8,72.1
7334,163.1,69.0
7335,170.0,54.0
7336,175.2,60.7
7337,169.3,35.9
7338,174.0,81.4
7339,168.4,59.4
7340,157.6,58.7
7341,165.3,78.5
7342,175.9,57.1
7343,163.4,78.1
7344,167.6,64.1
7345,158.2,63.8
7346,173.9,79.4
7347,171.5,54.0
7348,175.7,39.3
7349,162.6,70.0
7350,168.0,68.8
7351,173.9,74.4
7352,175.2,65.1
7353,166.8,60.0
7354,160.7,65.7
7355,179.2,64.1
7356,164.7,66.8
7357,168.2,63.1
7358,180.5,81.7
7359,166.1,61.4
7360,150.2,52.5
7361,161.6,54.9
7362,176.7,56.3
7363,165.7,69.4
7364,174.5,68.7
7365,163.5,71.1
7366,178.3,90.2
7367,171.5,84.2
7368,150.0,52.3
7369,176.8,85.6
7370,157.0,49.4
7371,223.70000000000002,144.4
7372,162.9,55.9
7373,173.8,75.6
7374,156.8,54.4
7375,160.5,48.4
7376,161.7,55.6
7377,176.5,91.4
7378,177.5,75.2
7379,159.9,52.8
7380,180.8,70.3
7381,175.4,81.3
7382,157.6,75.2
7383,162.9,53.2
7384,176.3,65.5
7385,156.7,39.7
7386,164.1,64.0
7387,166.8,68.1
7388,183.4,106.0
7389,170.9,62.9
7390,156.1,54.7
7391,174.1,62.4
7392,160.0,70.3
7393,169.7,73.9
7394,172.4,65.8
7395,148.4,51.7
7396,185.6,69.4
7397,168.5,80.7
7398,168.5,72.2
7399,169.7,60.9
7400,175.2,51.7
7401,159.4,46.2
7402,163.3,59.8
7403,224.6,64.2
7404,169.0,61.2
7405,161.8,60.5
7406,176.6,72.9
7407,168.2,56.9
7408,162.9,76.1
7409,160.3,52.3
7410,182.1,56.3
7411,166.2,51.2
7412,167.8,63.0
7413,163.8,51.2
7414,163.0,63.5
7415,181.5,75.4
7416,177.2,49.6
7417,162.4,69.1
7418,169.3,62.8
7419,178.5,67.5
7420,178.6,76.5
7421,169.2,75.1
7422,175.7,65.2
7423,172.4,70.0
7424,154.3,60.0
7425,179.0,81.5
7426,175.8,92.7
7427,162.8,64.3
7428,172.8,82.8
7429,178.8,68.0
7430,177.3,55.1
7431,160.8,62.7
7432,173.3,69.8
7433,162.9,50.0
7434,162.0,83.5
7435,181.4,83.0
7436,172.3,68.4
7437,177.3,71.8
7438,172.7,58.7
7439,167.1,42.7
7440,166.6,59.0
7441,156.4,67.4
7442,162.8,61.6
7443,173.7,51.4
7444,166.9,40.5
7445,176.0,97.4
7446,171.6,92.2
7447,182.9,81.2
7448,166.7,55.5
7449,189.0,99.6
7450,164.1,61.7
7451,172.7,70.3
7452,180.0,64.8
7453,159.7,61.9
7454,153.1,55.8
7455,185.7,81.2
7456,150.9,56.9
7457,179.7,84.2
7458,159.8,63.5
7459,160.3,70.8
7460,156.9,64.3
7461,184.1,53.8
7462,160.5,58.6
7463,172.2,60.0
7464,175.6,56.5
7465,175.0,63.8
7466,165.9,64.0
7467,157.7,61.3
7468,162.1,58.0
7469,177.4,84.1
7470,178.6,45.1
7471,159.0,71.0
7472,159.7,46.4
7473,163.8,88.5
7474,168.6,64.5
7475,161.8,70.5
7476,181.6,58.0
7477,164.4,72.1
7478,169.0,60.2
7479,158.1,45.0
7480,168.6,66.2
7481,167.1,49.4
7482,190.0,75.4
7483,174.8,85.8
7484,165.6,68.0
7485,155.3,42.4
7486,159.0,62.3
7487,174.1,71.6
7488,159.5,50.9
7489,162.8,55.8
7490,150.5,36.2
7491,160.3,47.8
7492,168.0,80.4
7493,179.1,65.6
7494,175.2,83.5
7495,168.4,84.0
7496,169.5,75.9
7497,178.6,69.7
7498,170.0,64.4
7499,172.0,62.3
7500,157.0,55.5
7501,171.2,65.0
7502,162.1,63.3
7503,183.4,63.9
7504,161.8,68.9
7505,158.6,44.0
7506,159.2,49.5
7507,178.3,52.4
7508,160.8,67.3
7509,184.5,95.6
7510,187.4,81.4
7511,160.3,56.2
7512,158.7,50.5
7513,166.2,53.5
7514,189.7,73.8
7515,162.2,61.6
7516,175.4,64.0
7517,179.7,53.3
7518,170.8,69.7
7519,155.2,51.2
7520,146.5,61.2
7521,180.4,67.8
7522,156.5,46.3
7523,174.3,84.3
7524,175.0,82.3
7525,165.9,54.3
7526,173.0,65.3
7527,167.8,50.0
7528,166.9,67.7
7529,164.6,82.6
7530,169.6,79.3
7531,161.9,93.8
7532,161.8,60.7
7533,176.7,54.4
7534,175.2,92.0
7535,174.0,46.3
7536,177.2,73.6
7537,172.2,82.8
7538,160.1,68.6
7539,184.7,56.5
7540,173.3,65.8
7541,158.5,60.6
7542,164.1,69.1
7543,167.7,54.6
7544,174.0,78.0
7545,155.6,54.2
7546,171.8,90.9
7547,169.9,68.1
7548,158.8,57.1
7549,165.8,54.7
7550,155.6,60.4
7551,175.1,75.8
7552,174.6,77.7
7553,177.3,71.6
7554,161.2,68.5
7555,179.7,66.4
7556,163.9,86.5
7557,182.1,52.5
7558,163.2,66.1
7559,180.8,80.3
7560,159.6,48.3
7561,168.7,56.5
7562,164.3,57.1
7563,165.4,73.6
7564,163.2,62.0
7565,172.6,72.9
7566,170.1,80.0
7567,177.4,57.2
7568,178.2,74.8
7569,162.1,53.4
7570,174.9,74.5
7571,165.8,55.5
7572,181.1,46.6
7573,160.0,57.9
7574,172.3,61.7
7575,160.2,42.4
7576,164.0,46.3
7577,163.8,60.3
7578,161.7,80.1
7579,175.5,88.0
7580,176.2,88.6
7581,227.4,83.7
7582,165.1,63.0
7583,164.9,58.4
7584,169.1,54.5
7585,153.0,47.4
7586,174.5,68.8
7587,182.1,63.6
7588,164.9,72.4
7589,160.5,34.6
7590,164.6,75.4
7591,160.7,73.5
7592,175.5,41.7
7593,162.7,76.6
7594,161.5,89.8
7595,175.8,70.0
7596,164.6,64.7
7597,172.3,67.2
7598,178.7,54.9
7599,166.5,82.2
7600,172.9,70.8
7601,181.0,68.5
7602,180.8,68.2
7603,161.3,47.7
7604,170.3,62.8
7605,162.5,62.4
7606,175.9,86.2
7607,173.5,53.2
7608,161.3,55.6
7609,175.0,66.5
7610,156.5,56.2
7611,164.4,72.3
7612,151.5,52.2
7613,164.4,60.5
7614,165.7,60.4
7615,175.7,91.8
7616,176.8,69.1
7617,176.7,76.3
7618,173.7,67.6
7619,159.9,80.4
7620,161.0,66.2
7621,162.4,42.1
7622,163.3,70.5
7623,159.2,61.3
7624,167.2,64.3
7625,172.4,67.9
7626,177.9,86.2
7627,157.6,70.2
7628,163.1,47.8
7629,165.0,63.6
7630,168.7,51.9
7631,175.2,78.2
7632,166.7,86.0
7633,166.1,53.9
7634,173.5,70.0
7635,154.2,48.0
7636,169.8,74.8
7637,169.5,59.7
7638,162.7,69.4
7639,166.0,77.1
7640,177.4,95.8
7641,176.1,73.5
7642,151.6,44.6
7643,169.7,51.5
7644,164.0,52.3
7645,153.7,52.5
7646,178.8,46.0
7647,173.4,82.7
7648,153.5,61.1
7649,182.5,65.7
7650,175.3,66.1
7651,162.4,76.3
7652,167.9,65.7
7653,168.8,71.2
7654,165.4,55.3
7655,163.5,74.2
7656,169.7,61.5
7657,165.7,51.6
7658,169.7,59.3
7659,152.3,48.2
7660,166.5,54.7
7661,152.8,53.0
7662,170.0,78.3
7663,170.4,88.2
7664,161.7,45.3
7665,174.2,53.9
7666,153.9,57.1
7667,159.1,57.0
7668,165.0,51.5
7669,172.0,66.3
7670,162.7,54.1
7671,177.1,72.6
7672,164.9,54.6
7673,173.1,50.4
7674,181.8,73.3
7675,175.5,57.4
7676,161.1,75.4
7677,167.6,67.0
7678,154.2,61.2
7679,157.6,49.2
7680,176.7,89.6
7681,176.3,90.1
7682,178.2,85.8
7683,165.8,52.0
7684,163.7,48.9
7685,163.9,47.1
7686,176.5,55.8
7687,177.1,72.8
7688,165.5,65.1
7689,166.7,72.0
7690,157.2,59.2
7691,165.1,57.6
7692,157.4,56.6
7693,163.9,62.7
7694,164.6,82.9
7695,175.6,74.4
7696,160.7,62.4
7697,171.9,70.8
7698,161.8,65.4
7699,166.7,56.5
7700,158.1,60.8
7701,166.6,57.2
7702,162.8,52.9
7703,164.3,62.4
7704,162.9,67.4
7705,166.8,50.1
7706,175.2,60.4
7707,176.1,63.3
7708,178.8,101.2
7709,170.2,81.7
7710,180.5,54.5
7711,168.6,63.3
7712,162.2,45.3
7713,160.4,46.8
7714,156.8,70.3
7715,179.4,73.9
7716,165.6,63.9
7717,186.2,64.3
7718,177.7,73.7
7719,179.2,52.5
7720,170.9,65.4
7721,168.0,52.9
7722,166.2,73.0
7723,157.1,50.0
7724,171.9,64.7
7725,177.9,74.8
7726,175.1,79.2
7727,159.9,61.6
7728,168.4,66.0
7729,172.4,69.3
7730,161.2,78.2
7731,162.5,51.6
7732,164.2,50.0
7733,177.9,84.8
7734,170.5,47.1
7735,178.7,79.4
7736,167.6,49.2
7737,165.4,60.2
7738,174.7,73.2
7739,173.9,65.1
7740,150.7,63.9
7741,170.7,79.9
7742,159.1,74.8
7743,179.4,78.8
7744,173.7,57.2
7745,162.9,80.8
7746,155.9,41.1
7747,176.9,85.3
7748,179.3,66.4
7749,158.7,54.7
7750,160.1,70.9
7751,167.3,70.9
7752,161.5,63.8
7753,161.6,50.4
7754,164.0,64.8
7755,178.3,70.1
7756,161.3,74.4
7757,159.1,74.7
7758,179.4,74.6
7759,161.8,69.7
7760,159.4,30.2
7761,162.8,43.1
7762,164.0,57.0
7763,161.0,59.1
7764,164.6,46.6
7765,174.4,60.7
7766,163.5,58.8
7767,172.8,82.7
7768,161.1,60.4
7769,159.0,68.6
7770,170.4,59.9
7771,171.4,70.1
7772,159.1,50.4
7773,164.4,58.6
7774,172.0,81.9
7775,174.8,70.5
7776,163.0,57.8
7777,157.4,61.0
7778,156.8,53.6
7779,165.1,58.0
7780,168.0,44.3
7781,166.6,60.1
7782,179.0,62.9
7783,164.1,68.3
7784,180.0,52.6
7785,177.2,62.3
7786,171.1,57.9
7787,161.7,70.4
7788,184.4,61.0
7789,177.1,91.1
7790,149.4,61.1
7791,173.1,69.2
7792,169.5,44.5
7793,170.4,75.3
7794,167.4,73.5
7795,165.8,60.3
7796,184.1,83.6
7797,163.6,67.9
7798,172.8,70.9
7799,176.8,54.0
7800,174.6,91.5
7801,161.2,54.8
7802,168.5,49.3
7803,180.8,97.0
7804,167.0,60.8
7805,182.1,87.6
7806,165.7,71.3
7807,173.2,79.6
7808,173.1,76.0
7809,174.0,74.4
7810,175.4,53.1
7811,160.2,53.3
7812,155.4,43.5
7813,163.2,66.6
7814,173.4,68.3
7815,176.0,71.1
7816,169.1,83.0
7817,174.4,79.6
7818,185.8,79.7
7819,166.6,67.9
7820,163.4,63.2
7821,159.0,66.5
7822,172.7,73.0
7823,159.2,56.4
7824,170.8,62.2
7825,164.8,55.0
7826,164.6,60.6
7827,180.7,60.0
7828,175.3,92.8
7829,174.1,46.8
7830,169.8,56.8
7831,161.6,62.6
7832,162.6,89.1
7833,176.6,75.6
7834,182.5,81.4
7835,165.1,48.5
7836,160.8,65.7
7837,177.8,67.9
7838,173.6,45.0
7839,158.6,68.4
7840,162.5,46.3
7841,175.4,86.0
7842,154.6,35.1
7843,109.3,52.7
7844,172.2,57.9
7845,158.2,45.0
7846,172.2,75.9
7847,175.2,59.2
7848,167.4,75.4
7849,165.8,58.1
7850,174.9,63.7
7851,178.1,86.2
7852,176.1,90.0
7853,166.9,78.5
7854,171.3,72.3
7855,176.3,94.9
7856,154.4,68.1
7857,179.4,56.4
7858,170.8,64.1
7859,159.9,67.5
7860,174.9,87.9
7861,179.1,70.3
7862,169.2,79.9
7863,168.3,63.7
7864,180.8,71.5
7865,166.4,55.1
7866,168.9,60.1
7867,177.1,66.8
7868,178.2,60.3
7869,167.0,75.4
7870,158.4,41.6
7871,162.1,69.9
7872,168.9,84.8
7873,177.2,59.0
7874,176.3,56.7
7875,173.0,77.6
7876,160.5,67.1
