Gender,Bank_Loan,Capital_Loan,Region_Code,Year,Total_Loan
F,33320000,29440000,4279000000,2022,62760000
M,21950000,16070000,4146510700,2022,38020000
F,36180000,26000000,4291000000,2023,62180000
M,13180000,10620000,4399000000,2021,23800000
M,15610000,16460000,4146510700,2024,32070000
F,4770000,8670000,4146510700,2021,13440000
F,27200000,23680000,4399000000,2020,50880000
F,27180000,15190000,4291000000,2022,42370000
M,15210000,22910000,4280000000,2022,38120000
F,10350000,15480000,4291000000,2024,25830000
F,23980000,27500000,4111100000,2020,51480000
M,37410000,1630000,4279000000,2023,39040000
F,11910000,14930000,4280000000,2021,26840000
M,20900000,12390000,4211000000,2023,33290000
F,2650000,10400000,4279000000,2020,13050000
M,48180000,10200000,4280000000,2024,58380000
F,43070000,29110000,4291000000,2020,72180000
F,47370000,2880000,4399000000,2024,50250000
M,37820000,1740000,4291000000,2023,39560000
M,39240000,29510000,4211000000,2023,68750000
F,41670000,21670000,4280000000,2020,63340000
M,10170000,1020000,4111100000,2020,11190000
M,5450000,15390000,4291000000,2022,20840000
M,41120000,18660000,4280000000,2024,59780000
M,4010000,5520000,4279000000,2022,9530000
F,2870000,3110000,4211000000,2021,5980000
F,10210000,7300000,4111100000,2021,17510000
M,14570000,4000000,4280000000,2020,18570000
M,32400000,15390000,4273000000,2023,47790000
M,39350000,16190000,4291000000,2021,55540000
M,24740000,29610000,4211000000,2021,54350000
F,41590000,830000,4111100000,2022,42420000
F,15630000,800000,4111100000,2022,16430000
M,48970000,12970000,4146510700,2021,61940000
M,18370000,6500000,GANGWON,2020,24870000
M,43760000,11950000,4211000000,2022,55710000
F,30070000,16180000,4111100000,2021,46250000
M,8190000,6470000,4280000000,2023,14660000
F,37980000,20700000,4146510700,2022,58680000
M,2460000,4360000,GANGWON,2021,6820000
F,130000,20350000,4279000000,2024,20480000
M,38700000,8040000,4280000000,2022,46740000
F,43920000,4290000,4291000000,2024,48210000
M,32130000,28150000,GANGWON,2022,60280000
M,19240000,20920000,4211000000,2022,40160000
M,32600000,25470000,4291000000,2024,58070000
F,38860000,1770000,GYEONGGI,2020,40630000
M,11920000,23140000,GYEONGGI,2021,35060000
F,31780000,9590000,4211000000,2020,41370000
F,16230000,7250000,4279000000,2020,23480000
M,19350000,12930000,GANGWON,2021,32280000
M,47700000,29870000,4146510700,2023,77570000
M,13930000,12360000,4273000000,2020,26290000
F,35050000,22290000,4111100000,2020,57340000
M,26780000,920000,4273000000,2020,27700000
F,29770000,3420000,GYEONGGI,2023,33190000
F,8580000,3400000,GYEONGGI,2022,11980000
M,38830000,10720000,4279000000,2024,49550000
M,21380000,16140000,4273000000,2024,37520000
M,43020000,15100000,4273000000,2023,58120000
M,19150000,9570000,4146510700,2020,28720000
M,29960000,14160000,4279000000,2024,44120000
M,25440000,8800000,4279000000,2023,34240000
F,5210000,12280000,4211000000,2021,17490000
F,48520000,19610000,4291000000,2024,68130000
F,10380000,16460000,4279000000,2021,26840000
M,12430000,29040000,4279000000,2020,41470000
F,12510000,25170000,4280000000,2024,37680000
F,21560000,21830000,GANGWON,2023,43390000
F,6860000,26630000,GANGWON,2022,33490000
F,12710000,24190000,4399000000,2024,36900000
F,34550000,2950000,4273000000,2024,37500000
M,28360000,19960000,4111100000,2024,48320000
M,2670000,21810000,4273000000,2024,24480000
F,40900000,10310000,4211000000,2023,51210000
F,14220000,19750000,4211000000,2023,33970000
F,48070000,13010000,4211000000,2022,61080000
M,2970000,3760000,4291000000,2023,6730000
M,19710000,8670000,4111100000,2023,28380000
F,45900000,25180000,GANGWON,2020,71080000
M,32320000,26290000,4146510700,2020,58610000
M,33110000,8320000,GANGWON,2021,41430000
F,38090000,29310000,4291000000,2022,67400000
M,24920000,24490000,4211000000,2020,49410000
M,20010000,22200000,4291000000,2022,42210000
F,2710000,9260000,GANGWON,2022,11970000
M,770000,20250000,4146510700,2024,21020000
M,44300000,28520000,4399000000,2022,72820000
F,11760000,9230000,4111100000,2024,20990000
M,30720000,12620000,4291000000,2021,43340000
M,35260000,23690000,GANGWON,2021,58950000
F,22740000,25110000,4111100000,2021,47850000
F,31760000,21170000,GANGWON,2024,52930000
F,17740000,4620000,GANGWON,2024,22360000
M,14280000,25370000,4146510700,2021,39650000
F,44520000,12680000,4399000000,2024,57200000
M,1570000,21990000,4111100000,2023,23560000
F,43750000,14980000,4211000000,2023,58730000
M,25430000,5550000,4111100000,2024,30980000
F,43560000,23440000,4279000000,2024,67000000
F,28960000,15110000,4211000000,2020,44070000
F,14910000,6860000,4111100000,2020,21770000
F,31010000,29720000,4280000000,2022,60730000
M,17440000,7560000,4280000000,2022,25000000
F,44270000,9470000,GANGWON,2022,53740000
F,49380000,21210000,4211000000,2021,70590000
M,42080000,2860000,4111100000,2023,44940000
F,7840000,13360000,GANGWON,2021,21200000
M,43220000,27220000,4273000000,2024,70440000
F,8040000,23860000,GANGWON,2020,31900000
F,14130000,6780000,4291000000,2024,20910000
F,45760000,21680000,4280000000,2024,67440000
M,23760000,2570000,4273000000,2020,26330000
F,32980000,27020000,GYEONGGI,2024,60000000
F,33200000,18030000,4291000000,2022,51230000
F,26660000,25050000,4211000000,2020,51710000
M,37560000,12210000,GANGWON,2024,49770000
M,31280000,29690000,4280000000,2022,60970000
F,2360000,9930000,4399000000,2022,12290000
M,17930000,3690000,4280000000,2023,21620000
F,44470000,12660000,4146510700,2022,57130000
F,34090000,14930000,4280000000,2021,49020000
F,4340000,28590000,4399000000,2020,32930000
F,41830000,18390000,4399000000,2020,60220000
F,5150000,17860000,GANGWON,2020,23010000
F,31940000,6440000,4211000000,2024,38380000
F,43480000,27370000,4399000000,2024,70850000
M,25280000,13770000,4280000000,2021,39050000
M,33960000,5920000,4211000000,2022,39880000
M,48420000,4670000,4111100000,2024,53090000
M,43600000,8130000,4280000000,2022,51730000
M,18430000,25730000,4279000000,2022,44160000
M,28870000,380000,GANGWON,2024,29250000
M,32050000,24380000,4291000000,2024,56430000
F,23250000,29230000,GANGWON,2021,52480000
F,18010000,25940000,4399000000,2023,43950000
F,5220000,13710000,GYEONGGI,2020,18930000
F,32500000,26330000,4146510700,2024,58830000
M,45820000,18540000,4279000000,2024,64360000
M,44360000,24880000,4399000000,2022,69240000
F,32590000,5520000,4280000000,2023,38110000
F,26460000,7240000,4211000000,2024,33700000
M,7770000,21900000,4279000000,2023,29670000
F,36680000,14650000,GYEONGGI,2020,51330000
F,9920000,1540000,4291000000,2022,11460000
F,20800000,3340000,4211000000,2021,24140000
F,46790000,22560000,4146510700,2020,69350000
M,18300000,23440000,4273000000,2023,41740000
F,31390000,28580000,4146510700,2023,59970000
F,35560000,29270000,GANGWON,2020,64830000
M,21490000,15560000,4279000000,2023,37050000
M,45900000,23230000,GANGWON,2021,69130000
F,49270000,26730000,4399000000,2021,76000000
M,12920000,4290000,4111100000,2023,17210000
F,23390000,7750000,4399000000,2023,31140000
F,1460000,1190000,4291000000,2021,2650000
M,6370000,18320000,4279000000,2023,24690000
F,10460000,27440000,4111100000,2024,37900000
F,20710000,1950000,4211000000,2022,22660000
F,41180000,12770000,4111100000,2024,53950000
F,39410000,14580000,4291000000,2023,53990000
M,17500000,11330000,4280000000,2023,28830000
M,21850000,11590000,GANGWON,2022,33440000
F,22800000,760000,GYEONGGI,2023,23560000
M,14050000,4500000,4399000000,2022,18550000
F,9580000,19100000,4279000000,2021,28680000
F,42970000,430000,4291000000,2022,43400000
F,27610000,11950000,4273000000,2022,39560000
F,3870000,27080000,GYEONGGI,2024,30950000
F,21810000,16370000,4291000000,2023,38180000
M,26380000,6070000,4273000000,2021,32450000
F,13860000,19610000,4273000000,2020,33470000
M,16260000,1160000,4273000000,2022,17420000
M,13390000,25680000,4280000000,2020,39070000
F,22810000,20560000,4111100000,2023,43370000
F,37650000,26650000,4146510700,2022,64300000
F,26850000,23790000,4399000000,2020,50640000
F,18160000,2930000,4273000000,2024,21090000
F,4540000,3830000,4291000000,2020,8370000
M,44510000,13710000,4211000000,2024,58220000
F,25890000,10550000,4211000000,2021,36440000
F,45730000,8910000,4279000000,2023,54640000
M,15440000,17010000,GANGWON,2020,32450000
M,3770000,29680000,4273000000,2022,33450000
F,37640000,26030000,4291000000,2023,63670000
M,47550000,6870000,4273000000,2020,54420000
F,23540000,21180000,4280000000,2022,44720000
M,27560000,8450000,GANGWON,2022,36010000
M,6890000,8800000,4273000000,2022,15690000
F,2450000,27530000,4399000000,2022,29980000
M,8050000,24810000,4211000000,2020,32860000
M,12190000,13790000,4273000000,2021,25980000
M,14040000,27050000,4399000000,2024,41090000
M,48010000,17710000,4399000000,2024,65720000
M,25470000,21160000,4111100000,2024,46630000
M,42100000,28440000,4399000000,2021,70540000
F,24360000,19740000,GANGWON,2022,44100000
F,7950000,27500000,4211000000,2022,35450000
M,20460000,10440000,4279000000,2023,30900000
F,47150000,19890000,4280000000,2024,67040000
F,15230000,26820000,4211000000,2024,42050000
F,43280000,7300000,4291000000,2022,50580000
M,24780000,23310000,4279000000,2024,48090000
F,35530000,15670000,4399000000,2022,51200000
M,6140000,22380000,4273000000,2022,28520000
F,36830000,26570000,4111100000,2022,63400000
M,800000,22870000,4279000000,2020,23670000
M,19770000,12410000,4291000000,2020,32180000
F,14770000,25180000,4291000000,2020,39950000
F,30290000,1650000,4279000000,2020,31940000
M,19470000,23020000,4111100000,2021,42490000
F,18540000,26870000,4399000000,2023,45410000
F,32670000,17210000,GANGWON,2023,49880000
F,27150000,25850000,4291000000,2022,53000000
M,9690000,15790000,4399000000,2024,25480000
M,5250000,22720000,GANGWON,2020,27970000
F,37410000,25660000,GANGWON,2023,63070000
F,12900000,22850000,4291000000,2023,35750000
F,34960000,21720000,4279000000,2020,56680000
M,44470000,5280000,GANGWON,2021,49750000
M,6180000,14190000,4273000000,2021,20370000
F,43540000,15920000,4211000000,2023,59460000
F,46410000,27570000,4280000000,2021,73980000
F,37120000,13070000,4291000000,2020,50190000
F,37220000,28810000,GYEONGGI,2023,66030000
F,34600000,25170000,GANGWON,2020,59770000
F,41370000,18920000,4146510700,2021,60290000
M,15510000,27270000,4273000000,2020,42780000
F,7870000,22280000,GYEONGGI,2021,30150000
M,46540000,28370000,4399000000,2021,74910000
F,37770000,2930000,4280000000,2020,40700000
F,42770000,7810000,4111100000,2021,50580000
M,2080000,21860000,GANGWON,2022,23940000
M,7830000,620000,4111100000,2020,8450000
M,27000000,17410000,4280000000,2022,44410000
M,4790000,16120000,4273000000,2020,20910000
F,16090000,8370000,4273000000,2021,24460000
M,27530000,1150000,4280000000,2021,28680000
F,29360000,9760000,4273000000,2023,39120000
M,45490000,24630000,GANGWON,2023,70120000
F,24500000,15290000,4280000000,2022,39790000
F,45940000,6230000,4291000000,2021,52170000
F,23580000,20130000,4146510700,2023,43710000
F,46010000,3580000,4399000000,2021,49590000
F,6350000,22930000,4211000000,2020,29280000
F,18340000,20560000,4279000000,2023,38900000
M,20800000,5180000,4146510700,2022,25980000
F,30500000,29480000,4211000000,2023,59980000
M,7430000,12180000,4279000000,2021,19610000
M,18300000,27120000,4111100000,2024,45420000
F,26350000,29250000,4146510700,2024,55600000
M,38770000,28730000,GYEONGGI,2021,67500000
F,4960000,12070000,4146510700,2020,17030000
M,27980000,1350000,4273000000,2023,29330000
F,14390000,24420000,GANGWON,2024,38810000
M,7590000,8580000,GANGWON,2020,16170000
F,33220000,14950000,4211000000,2021,48170000
F,24420000,28750000,4273000000,2020,53170000
F,900000,14910000,4111100000,2021,15810000
F,16180000,14870000,GANGWON,2023,31050000
M,12210000,4470000,4399000000,2020,16680000
F,49290000,9570000,4111100000,2023,58860000
M,46470000,16380000,4273000000,2020,62850000
M,45360000,11350000,4273000000,2021,56710000
M,46800000,29900000,4211000000,2021,76700000
F,8280000,28570000,4291000000,2020,36850000
M,21580000,5750000,GANGWON,2021,27330000
M,10690000,10390000,4273000000,2022,21080000
M,34520000,19360000,4273000000,2022,53880000
F,8880000,25640000,4399000000,2023,34520000
F,28440000,2490000,4146510700,2022,30930000
M,22040000,17450000,4146510700,2022,39490000
F,5000000,26170000,4273000000,2024,31170000
F,36500000,24090000,4111100000,2024,60590000
M,10690000,4990000,4399000000,2024,15680000
M,1340000,29560000,4111100000,2024,30900000
F,8850000,2930000,4279000000,2021,11780000
M,10780000,15730000,4291000000,2023,26510000
F,34740000,190000,4146510700,2023,34930000
F,43630000,10100000,4146510700,2022,53730000
F,21870000,3480000,4399000000,2023,25350000
F,40960000,26980000,4280000000,2022,67940000
F,2260000,16670000,4111100000,2023,18930000
F,1790000,24150000,GANGWON,2020,25940000
M,9530000,10330000,4399000000,2020,19860000
M,43360000,21860000,4211000000,2023,65220000
F,49150000,4080000,4280000000,2021,53230000
F,33050000,1220000,GYEONGGI,2022,34270000
F,14510000,8290000,4111100000,2023,22800000
M,28410000,28070000,4280000000,2022,56480000
F,45520000,18710000,4399000000,2024,64230000
M,570000,18180000,GANGWON,2023,18750000
F,14490000,17530000,4211000000,2021,32020000
F,9400000,3550000,4291000000,2024,12950000
M,22670000,7290000,4280000000,2023,29960000
M,15070000,23900000,4291000000,2020,38970000
F,14240000,28850000,4273000000,2023,43090000
F,41160000,4350000,4146510700,2020,45510000
F,38800000,16560000,4279000000,2020,55360000
M,20650000,4560000,4146510700,2023,25210000
M,3300000,490000,GYEONGGI,2023,3790000
M,2820000,14730000,GANGWON,2020,17550000
M,3350000,2990000,4211000000,2022,6340000
M,10820000,25960000,4291000000,2024,36780000
M,48370000,7570000,4399000000,2021,55940000
F,45060000,6630000,4291000000,2023,51690000
F,1610000,25170000,GANGWON,2024,26780000
M,19070000,16910000,4399000000,2024,35980000
F,36570000,19720000,4399000000,2022,56290000
F,20080000,13500000,GYEONGGI,2024,33580000
M,36750000,3420000,GANGWON,2023,40170000
F,27660000,23100000,4280000000,2024,50760000
M,34390000,8190000,4146510700,2023,42580000
M,8100000,5080000,4273000000,2023,13180000
F,34100000,4750000,4291000000,2020,38850000
M,18860000,18100000,4280000000,2022,36960000
M,30830000,2620000,4273000000,2021,33450000
M,33460000,24770000,4211000000,2020,58230000
M,10110000,22710000,4279000000,2021,32820000
M,4300000,23980000,4291000000,2023,28280000
M,14300000,10520000,GYEONGGI,2020,24820000
M,36440000,7310000,4273000000,2024,43750000
M,25560000,440000,4399000000,2024,26000000
F,30420000,5300000,4280000000,2021,35720000
F,33030000,10950000,4146510700,2023,43980000
F,9000000,28180000,GYEONGGI,2021,37180000
M,24520000,29220000,4291000000,2022,53740000
M,7660000,8850000,GANGWON,2024,16510000
F,26650000,14120000,4280000000,2020,40770000
F,35280000,2640000,GYEONGGI,2020,37920000
F,9140000,1340000,4279000000,2020,10480000
M,21800000,6150000,4291000000,2024,27950000
F,31120000,25220000,4211000000,2023,56340000
F,6380000,3550000,4146510700,2024,9930000
M,40320000,19290000,4211000000,2024,59610000
F,34300000,24930000,4273000000,2020,59230000
M,15670000,27290000,GANGWON,2024,42960000
M,42410000,730000,4273000000,2020,43140000
M,40170000,21780000,4146510700,2023,61950000
F,15230000,1790000,4280000000,2022,17020000
F,12490000,10340000,4273000000,2020,22830000
M,24090000,9170000,GANGWON,2021,33260000
F,33550000,17700000,4111100000,2022,51250000
F,27740000,19570000,4111100000,2023,47310000
F,13550000,8770000,GYEONGGI,2022,22320000
F,33870000,22940000,GYEONGGI,2020,56810000
M,20670000,18670000,4291000000,2023,39340000
F,33890000,22620000,GYEONGGI,2021,56510000
M,20700000,680000,4279000000,2020,21380000
M,29710000,24200000,GYEONGGI,2020,53910000
F,42360000,24180000,4279000000,2023,66540000
M,35980000,8820000,GYEONGGI,2023,44800000
F,48700000,25870000,4211000000,2022,74570000
F,38110000,6920000,4399000000,2021,45030000
M,7460000,5380000,4279000000,2022,12840000
M,2790000,12170000,4280000000,2022,14960000
M,41160000,11550000,4291000000,2020,52710000
M,39110000,24130000,4146510700,2023,63240000
F,23170000,2240000,4279000000,2020,25410000
F,30530000,1320000,4273000000,2021,31850000
F,45560000,10710000,4399000000,2022,56270000
M,27880000,27730000,4211000000,2021,55610000
M,9070000,21450000,4111100000,2023,30520000
M,33390000,16770000,4211000000,2023,50160000
F,39130000,23830000,GYEONGGI,2024,62960000
M,34450000,5110000,4291000000,2021,39560000
F,44110000,5750000,4399000000,2020,49860000
M,8500000,1090000,4273000000,2021,9590000
F,1410000,13220000,4279000000,2022,14630000
F,18610000,9300000,4211000000,2023,27910000
M,30560000,12250000,4399000000,2023,42810000
M,10030000,21600000,4279000000,2021,31630000
F,34000000,8460000,4291000000,2021,42460000
F,42030000,18690000,4146510700,2021,60720000
M,18290000,15760000,4111100000,2022,34050000
M,18360000,12750000,4291000000,2022,31110000
F,43390000,22530000,GYEONGGI,2020,65920000
M,30780000,18310000,GANGWON,2021,49090000
F,47480000,29640000,4146510700,2020,77120000
F,36780000,12390000,GYEONGGI,2024,49170000
M,33430000,4580000,4211000000,2022,38010000
M,21450000,29150000,4146510700,2023,50600000
M,47330000,10870000,GYEONGGI,2024,58200000
M,28610000,16640000,4146510700,2023,45250000
M,20190000,12670000,4291000000,2024,32860000
F,24410000,9680000,4399000000,2020,34090000
F,24460000,16860000,4111100000,2020,41320000
M,31490000,15210000,4111100000,2022,46700000
M,43740000,15590000,GYEONGGI,2023,59330000
M,37170000,22840000,GYEONGGI,2024,60010000
F,27550000,24500000,4146510700,2021,52050000
M,48810000,8060000,4211000000,2021,56870000
M,20720000,24650000,GYEONGGI,2022,45370000
F,15110000,12940000,4146510700,2023,28050000
F,43830000,26290000,4280000000,2021,70120000
M,13020000,17870000,4111100000,2022,30890000
M,47230000,11080000,GYEONGGI,2022,58310000
M,34800000,3230000,4291000000,2023,38030000
F,28630000,10780000,4273000000,2021,39410000
M,17890000,28810000,4146510700,2021,46700000
M,7810000,4380000,4111100000,2021,12190000
M,48500000,25380000,GYEONGGI,2020,73880000
F,18280000,4160000,4399000000,2021,22440000
F,42250000,13740000,4146510700,2024,55990000
M,43030000,2610000,4211000000,2020,45640000
M,39830000,18770000,GYEONGGI,2020,58600000
F,21240000,17790000,4146510700,2020,39030000
F,9730000,13810000,GYEONGGI,2020,23540000
F,36380000,3270000,GANGWON,2022,39650000
F,47620000,28450000,4273000000,2024,76070000
F,4950000,10070000,4279000000,2023,15020000
F,8350000,21590000,4279000000,2021,29940000
F,29020000,8670000,GANGWON,2020,37690000
F,12610000,20100000,4146510700,2023,32710000
F,37290000,5930000,4211000000,2022,43220000
M,49270000,28480000,GYEONGGI,2023,77750000
M,42190000,26350000,4146510700,2020,68540000
M,22030000,2140000,4399000000,2024,24170000
F,13850000,10490000,4211000000,2023,24340000
M,43100000,23490000,4399000000,2020,66590000
F,49300000,2220000,GANGWON,2020,51520000
F,420000,630000,4291000000,2021,1050000
M,8290000,8750000,4279000000,2021,17040000
F,26520000,18990000,4279000000,2024,45510000
M,30660000,20030000,GYEONGGI,2021,50690000
M,33740000,10400000,4273000000,2024,44140000
M,19970000,8900000,GANGWON,2022,28870000
F,2210000,4590000,4146510700,2022,6800000
M,17980000,26460000,GANGWON,2021,44440000
F,36680000,29390000,4146510700,2022,66070000
M,5130000,5140000,GANGWON,2023,10270000
M,12970000,22170000,4291000000,2023,35140000
M,19490000,9860000,4280000000,2023,29350000
F,1480000,27210000,4273000000,2022,28690000
F,22630000,11280000,4146510700,2023,33910000
F,31900000,24600000,4273000000,2024,56500000
M,39480000,27950000,4211000000,2020,67430000
M,35990000,3560000,GANGWON,2021,39550000
F,6410000,24090000,GYEONGGI,2024,30500000
F,31120000,17030000,4111100000,2023,48150000
F,28310000,2870000,4211000000,2020,31180000
F,22360000,17910000,4399000000,2021,40270000
F,17880000,24210000,4279000000,2024,42090000
F,20070000,3860000,4111100000,2021,23930000
M,43710000,6100000,4291000000,2022,49810000
F,15440000,13780000,GANGWON,2023,29220000
M,24090000,16810000,4280000000,2024,40900000
M,12830000,16990000,4291000000,2024,29820000
F,42540000,2770000,4146510700,2020,45310000
F,43090000,25300000,4111100000,2020,68390000
M,12290000,670000,4279000000,2020,12960000
F,23100000,26710000,GYEONGGI,2021,49810000
F,10830000,23460000,4280000000,2023,34290000
M,25910000,6910000,4273000000,2021,32820000
M,10940000,1000000,GANGWON,2023,11940000
M,13810000,6610000,4146510700,2024,20420000
F,17600000,25850000,GANGWON,2021,43450000
M,30730000,10100000,4291000000,2021,40830000
F,35020000,22400000,4111100000,2021,57420000
M,2740000,3260000,4291000000,2022,6000000
M,20000000,20770000,4111100000,2023,40770000
M,24350000,14170000,GYEONGGI,2023,38520000
F,41110000,20600000,4279000000,2021,61710000
F,230000,25810000,4273000000,2022,26040000
M,12830000,23690000,GYEONGGI,2021,36520000
M,27220000,5010000,4211000000,2023,32230000
M,16580000,24800000,4279000000,2024,41380000
F,2400000,14740000,GYEONGGI,2022,17140000
M,1640000,23410000,4280000000,2022,25050000
F,43950000,23470000,GANGWON,2021,67420000
M,11790000,20460000,4291000000,2024,32250000
M,26570000,4480000,4279000000,2023,31050000
M,29340000,23730000,4280000000,2020,53070000
M,5050000,14610000,4291000000,2023,19660000
M,20000,9580000,4211000000,2023,9600000
M,34950000,1200000,4399000000,2024,36150000
F,27030000,6230000,4279000000,2022,33260000
M,36460000,17910000,4280000000,2023,54370000
F,10720000,9160000,4291000000,2022,19880000
M,49360000,23030000,4291000000,2024,72390000
M,25370000,28520000,GYEONGGI,2024,53890000
F,23600000,17300000,4111100000,2021,40900000
M,37390000,22390000,GYEONGGI,2020,59780000
F,24550000,25950000,4280000000,2024,50500000
F,14700000,15230000,4146510700,2024,29930000
M,22790000,24880000,GANGWON,2022,47670000
F,40670000,16780000,4279000000,2024,57450000
F,12450000,9930000,GYEONGGI,2023,22380000
M,38720000,20430000,4291000000,2021,59150000
F,4510000,15950000,4291000000,2021,20460000
M,9800000,22900000,4399000000,2023,32700000
M,31230000,6100000,4279000000,2024,37330000
M,26060000,7140000,4399000000,2020,33200000
M,30170000,16160000,GANGWON,2024,46330000
F,1000000,12060000,4211000000,2021,13060000
M,19270000,2600000,GYEONGGI,2020,21870000
M,26880000,26630000,4273000000,2022,53510000
F,31310000,11050000,4280000000,2022,42360000
M,23500000,22980000,4280000000,2024,46480000
M,30270000,27950000,4211000000,2024,58220000
F,40160000,17630000,4279000000,2020,57790000
F,17480000,20840000,GYEONGGI,2020,38320000
F,19540000,13740000,GANGWON,2024,33280000
F,41090000,16180000,4111100000,2021,57270000
F,28000000,11050000,4399000000,2022,39050000
F,7350000,3630000,4211000000,2020,10980000
F,16690000,28220000,4111100000,2021,44910000
M,39660000,20330000,4399000000,2024,59990000
F,17120000,1660000,4211000000,2023,18780000
F,25990000,2850000,4280000000,2020,28840000
F,43880000,24370000,4280000000,2023,68250000
M,33510000,26940000,4291000000,2021,60450000
M,15380000,25790000,4399000000,2022,41170000
F,14150000,16450000,4273000000,2021,30600000
F,23080000,24570000,GANGWON,2022,47650000
F,41680000,16100000,4146510700,2021,57780000
M,34400000,18930000,4279000000,2020,53330000
M,47580000,4070000,4279000000,2020,51650000
F,10680000,9530000,4399000000,2023,20210000
M,49060000,27650000,4211000000,2021,76710000
F,39890000,16610000,4211000000,2021,56500000
M,19760000,3910000,4146510700,2023,23670000
M,3400000,27840000,GANGWON,2024,31240000
F,11030000,10600000,GYEONGGI,2021,21630000
F,30740000,8170000,GANGWON,2021,38910000
F,12170000,2350000,GYEONGGI,2021,14520000
F,22290000,12870000,4146510700,2024,35160000
M,45640000,10200000,GYEONGGI,2020,55840000
M,25570000,18040000,4273000000,2023,43610000
M,46790000,16150000,4291000000,2024,62940000
F,5000000,23230000,GANGWON,2022,28230000
M,130000,2760000,GYEONGGI,2022,2890000
F,26210000,7060000,4280000000,2024,33270000
M,40480000,26540000,4273000000,2024,67020000
F,22360000,26420000,GANGWON,2020,48780000
F,12840000,20650000,GYEONGGI,2022,33490000
M,48590000,13700000,4280000000,2023,62290000
F,28330000,11560000,4146510700,2021,39890000
F,10780000,6050000,4146510700,2021,16830000
M,33440000,2230000,4399000000,2020,35670000
F,25130000,10030000,4279000000,2020,35160000
F,29980000,6130000,4111100000,2022,36110000
F,28570000,8390000,4280000000,2023,36960000
M,33910000,18340000,4399000000,2023,52250000
M,41120000,15910000,4273000000,2024,57030000
F,19500000,3970000,GYEONGGI,2020,23470000
M,47590000,24400000,GANGWON,2021,71990000
F,18370000,8600000,4211000000,2021,26970000
F,5980000,4740000,4280000000,2022,10720000
F,47940000,18330000,4111100000,2021,66270000
F,10460000,24030000,4211000000,2023,34490000
F,32010000,2950000,4291000000,2023,34960000
M,44500000,19050000,4111100000,2020,63550000
F,21000000,15030000,4399000000,2022,36030000
M,26420000,1130000,4111100000,2021,27550000
M,35450000,0,GYEONGGI,2020,35450000
F,2790000,8590000,GANGWON,2024,11380000
F,3140000,16900000,4273000000,2024,20040000
M,23640000,16200000,4211000000,2021,39840000
M,16330000,16220000,4111100000,2021,32550000
M,13050000,21330000,GYEONGGI,2021,34380000
F,35140000,21930000,4146510700,2023,57070000
M,20630000,27210000,4111100000,2021,47840000
F,48670000,19280000,4111100000,2024,67950000
F,24520000,24590000,4279000000,2021,49110000
F,23830000,5820000,4211000000,2022,29650000
M,27990000,27040000,4279000000,2024,55030000
F,46710000,27860000,4279000000,2022,74570000
F,29780000,550000,GANGWON,2024,30330000
F,28110000,25730000,GYEONGGI,2020,53840000
F,27760000,14880000,4279000000,2024,42640000
F,39780000,15140000,4111100000,2024,54920000
M,7580000,12180000,4399000000,2022,19760000
F,18790000,8580000,4399000000,2022,27370000
F,35230000,14140000,4146510700,2024,49370000
M,1000000,12840000,4399000000,2024,13840000
F,35730000,2870000,4146510700,2023,38600000
M,26580000,7910000,4399000000,2020,34490000
F,28780000,610000,4291000000,2020,29390000
M,46920000,8970000,4146510700,2021,55890000
M,17060000,25800000,4280000000,2024,42860000
F,15440000,2860000,4211000000,2024,18300000
F,10880000,10390000,4211000000,2024,21270000
F,48750000,1250000,4211000000,2024,50000000
M,12450000,910000,GYEONGGI,2020,13360000
M,2920000,21060000,GANGWON,2022,23980000
M,48480000,9470000,4273000000,2023,57950000
F,15700000,240000,GANGWON,2022,15940000
M,9750000,23490000,4146510700,2022,33240000
M,4790000,14820000,GANGWON,2020,19610000
F,1610000,18240000,4399000000,2023,19850000
M,24700000,22920000,4146510700,2024,47620000
M,15510000,23390000,GANGWON,2020,38900000
F,25550000,13450000,GANGWON,2020,39000000
M,6270000,22040000,4279000000,2023,28310000
F,37770000,14750000,4291000000,2021,52520000
F,42560000,4180000,GYEONGGI,2020,46740000
F,29800000,11500000,4146510700,2022,41300000
F,43570000,6830000,4273000000,2022,50400000
F,9830000,21050000,4211000000,2024,30880000
M,42810000,5230000,4111100000,2020,48040000
M,140000,15950000,4280000000,2024,16090000
F,15360000,1740000,GANGWON,2020,17100000
F,13720000,10760000,4211000000,2023,24480000
M,8450000,29330000,4399000000,2020,37780000
F,49470000,7660000,4280000000,2021,57130000
F,33490000,15760000,4291000000,2022,49250000
F,9750000,17360000,4211000000,2023,27110000
M,29160000,23940000,4279000000,2022,53100000
M,24660000,20750000,4211000000,2024,45410000
F,41330000,28470000,4291000000,2023,69800000
F,38260000,170000,4211000000,2021,38430000
M,35950000,21420000,GANGWON,2022,57370000
M,13620000,18950000,4211000000,2020,32570000
F,39920000,3680000,4279000000,2020,43600000
F,47860000,27700000,GYEONGGI,2020,75560000
M,40540000,8510000,4291000000,2023,49050000
M,41800000,18590000,4279000000,2021,60390000
M,40970000,20020000,4146510700,2021,60990000
F,35470000,2890000,4211000000,2021,38360000
M,1280000,25800000,4273000000,2022,27080000
F,42370000,1480000,4211000000,2023,43850000
M,49510000,1820000,4291000000,2020,51330000
M,19860000,18440000,4280000000,2022,38300000
