Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
F,Ship,4,5,219,3,low,F,1,5221,No
A,Ship,5,1,215,4,low,F,56,3905,Yes
C,Road,2,1,130,4,medium,F,10,4726,No
F,Ship,4,3,189,2,low,F,7,4765,No
A,Ship,4,1,188,2,low,M,10,5085,Yes
A,Ship,5,3,177,3,low,F,1,1916,Yes
A,Ship,3,1,151,2,low,M,29,1328,Yes
C,Road,5,2,244,2,low,M,10,5696,No
F,Ship,7,1,244,4,low,M,8,1817,Yes
B,Ship,4,4,274,2,low,F,3,4257,No
F,Flight,3,4,172,2,medium,F,5,4647,No
A,Ship,4,2,136,2,medium,F,7,4305,Yes
B,Flight,3,5,271,3,low,F,9,5328,No
F,Road,5,4,195,2,low,M,4,3108,Yes
D,Ship,4,1,161,7,medium,F,18,1294,Yes
D,Ship,3,4,244,8,low,M,1,2703,Yes
A,Ship,7,3,267,4,medium,F,10,1548,No
C,Ship,4,1,263,5,low,M,3,1777,No
F,Flight,6,4,258,4,low,F,7,1726,Yes
B,Road,3,2,170,2,low,M,2,4214,Yes
F,Ship,4,5,245,2,low,F,19,2616,Yes
F,Ship,5,5,269,5,low,F,6,1630,No
B,Road,4,1,232,5,medium,M,9,1145,No
C,Ship,4,3,154,3,low,M,33,1101,Yes
F,Ship,3,3,181,2,high,M,65,3234,Yes
F,Ship,5,2,139,3,low,M,9,5920,No
C,Ship,3,3,264,2,low,M,6,4102,No
F,Ship,3,2,126,5,low,F,6,4372,Yes
F,Ship,3,3,197,3,low,F,4,4858,Yes
F,Ship,4,3,212,3,low,F,1,4518,No
F,Ship,4,5,259,2,medium,F,4,4092,Yes
B,Ship,5,2,229,3,low,F,3,4916,No
C,Ship,4,3,261,3,low,F,9,5994,Yes
D,Road,4,3,228,5,medium,M,8,1753,Yes
D,Ship,3,1,249,2,medium,F,1,5190,Yes
A,Flight,5,1,271,5,low,M,4,1353,No
A,Road,3,1,158,2,low,M,2,1284,Yes
A,Flight,4,2,236,3,medium,M,9,4725,No
B,Ship,5,3,245,4,low,M,1,5743,No
F,Flight,5,2,251,2,low,M,2,4245,Yes
A,Road,5,4,171,4,low,M,7,5359,Yes
B,Ship,5,4,232,5,low,M,10,1512,No
F,Ship,4,4,197,7,medium,F,22,2065,Yes
F,Ship,2,5,180,6,medium,F,7,4907,Yes
F,Flight,3,4,223,10,low,F,9,4337,No
B,Ship,3,2,195,10,low,F,9,4256,No
A,Ship,3,5,157,3,low,M,7,5100,No
B,Road,4,2,274,5,low,F,8,1246,No
F,Flight,3,2,150,2,low,M,53,1319,Yes
B,Road,4,3,232,2,low,M,1,5398,No
C,Ship,6,2,304,5,medium,M,6,1178,Yes
F,Road,3,1,221,10,medium,M,10,5473,No
F,Ship,5,3,149,7,medium,F,51,1425,Yes
F,Ship,5,2,211,2,medium,F,2,5077,No
A,Flight,4,3,255,5,low,M,18,3644,Yes
F,Road,6,3,199,4,medium,F,1,5204,No
D,Ship,3,4,272,8,high,F,10,4070,No
D,Ship,3,1,190,3,medium,F,2,4312,No
A,Ship,3,4,213,2,medium,F,6,5374,Yes
D,Ship,6,1,145,3,medium,F,1,4346,Yes
C,Flight,3,2,240,8,low,F,9,4908,No
A,Ship,3,1,133,3,medium,F,5,4538,No
C,Flight,3,3,136,2,medium,M,10,5749,No
F,Road,5,2,208,3,medium,M,8,3442,Yes
F,Ship,2,2,171,2,medium,F,6,5105,No
F,Ship,4,2,231,5,low,M,7,4718,No
B,Ship,6,2,168,2,low,M,3,5853,No
F,Ship,3,2,164,4,medium,F,10,4560,Yes
C,Flight,5,4,178,7,medium,F,36,1179,Yes
C,Ship,5,4,243,3,low,F,35,2899,Yes
F,Road,5,4,208,6,medium,M,8,5098,No
B,Road,6,5,275,4,low,F,6,1872,No
F,Ship,2,1,100,3,low,M,1,5776,Yes
F,Ship,5,2,257,3,low,F,2,4677,Yes
C,Road,5,2,250,2,medium,F,6,5565,No
C,Road,4,1,195,3,low,M,2,4418,No
F,Ship,3,3,172,3,low,F,58,1269,Yes
F,Ship,4,3,244,3,low,M,9,5339,No
A,Ship,5,2,266,2,low,M,3,4030,No
F,Ship,3,4,175,3,medium,M,10,4771,Yes
A,Ship,3,2,158,7,medium,M,10,4244,Yes
B,Ship,4,4,153,3,low,M,13,1402,Yes
F,Ship,3,2,132,2,medium,M,6,1185,Yes
A,Flight,5,2,233,3,medium,F,10,4233,Yes
C,Flight,6,3,264,4,medium,F,6,1622,Yes
A,Ship,4,1,151,6,low,M,7,4387,No
D,Ship,3,5,270,6,medium,F,9,4195,No
D,Flight,6,1,260,4,medium,F,2,1131,No
F,Ship,6,2,244,4,low,F,4,1245,Yes
B,Ship,4,3,108,6,low,F,22,1745,Yes
D,Ship,4,5,249,2,low,M,4,2725,Yes
F,Road,4,3,223,2,low,F,3,5765,Yes
B,Ship,5,2,265,2,medium,F,7,5464,Yes
C,Ship,4,2,157,2,medium,M,15,1724,Yes
D,Ship,4,3,185,10,high,M,1,4973,No
D,Flight,3,4,156,2,low,M,8,1145,Yes
F,Ship,3,2,169,2,high,M,30,1698,Yes
C,Flight,4,4,271,3,low,M,3,4152,No
F,Ship,2,4,233,2,medium,F,6,4758,No
F,Ship,6,2,279,4,medium,F,4,1148,No
F,Flight,4,3,248,2,medium,F,2,4700,No
A,Ship,3,3,249,3,low,M,10,5184,No
F,Ship,2,1,137,5,medium,F,3,1037,Yes
D,Road,4,3,179,3,low,F,3,5495,Yes
D,Flight,4,5,236,3,low,M,8,4132,No
F,Ship,3,1,160,3,low,M,57,1833,Yes
D,Flight,4,5,185,2,low,F,4,5428,No
A,Flight,4,5,265,2,medium,F,9,5135,Yes
B,Ship,5,5,236,5,low,M,3,1933,Yes
F,Road,6,2,181,4,high,F,6,3003,Yes
B,Ship,5,2,192,3,high,F,7,5695,Yes
B,Ship,3,1,229,2,medium,F,12,3111,Yes
C,Ship,5,5,163,2,high,M,6,5253,Yes
F,Ship,4,3,252,2,low,M,6,5266,Yes
A,Ship,4,2,245,3,low,F,5,5226,No
B,Ship,3,5,162,7,medium,F,16,1052,Yes
C,Ship,6,3,251,4,low,M,1,1230,Yes
B,Road,6,4,174,3,medium,F,14,1651,Yes
B,Road,5,5,268,4,low,F,9,4208,No
F,Ship,4,5,235,4,medium,M,6,4633,Yes
D,Road,6,4,275,4,low,M,10,1005,No
F,Ship,2,1,214,3,high,M,1,4391,No
A,Ship,3,3,251,3,low,M,8,4246,No
B,Ship,5,4,252,3,medium,M,6,5221,No
C,Ship,5,5,240,2,low,F,7,4409,Yes
F,Ship,5,3,206,3,low,F,1,4645,No
F,Ship,5,2,196,3,medium,M,4,4868,Yes
A,Road,4,3,203,4,low,F,1,5274,No
F,Ship,4,4,189,2,medium,M,3,5837,Yes
F,Road,4,5,203,2,low,F,20,2421,Yes
F,Ship,3,5,229,3,medium,F,12,3049,Yes
B,Ship,5,1,245,3,low,F,9,4694,No
A,Ship,3,1,255,2,medium,M,42,3459,Yes
A,Flight,4,4,264,3,high,M,59,2020,Yes
F,Ship,4,2,232,3,medium,F,7,5737,Yes
C,Flight,4,5,157,3,medium,M,10,5898,Yes
D,Ship,3,2,255,7,medium,M,2,5282,No
B,Ship,4,1,251,4,low,M,3,4433,No
F,Flight,3,3,165,3,high,M,35,1459,Yes
F,Ship,4,5,196,4,low,M,10,1694,Yes
C,Road,5,2,249,3,low,M,2,4696,No
B,Flight,5,5,189,3,low,M,7,5717,No
B,Ship,5,3,205,4,low,M,9,4277,No
C,Ship,4,2,151,3,medium,M,10,5698,No
F,Ship,3,5,243,3,medium,F,4,4130,Yes
F,Flight,4,2,209,2,low,F,23,2533,Yes
F,Ship,4,4,157,4,low,M,6,4175,No
B,Ship,7,3,306,4,low,M,2,1790,Yes
D,Ship,5,2,241,3,low,M,39,3743,Yes
A,Ship,4,5,248,4,high,F,56,2840,Yes
F,Ship,5,4,138,2,medium,F,8,5885,Yes
F,Ship,2,3,136,3,low,F,19,1568,Yes
F,Ship,3,3,190,3,low,F,9,5279,No
F,Road,6,4,306,4,low,M,9,1595,No
C,Ship,4,1,255,5,medium,F,1,1918,Yes
D,Flight,5,1,266,3,low,M,10,5858,No
B,Ship,3,2,226,3,medium,M,3,4940,Yes
C,Ship,4,5,226,2,low,M,1,4532,No
D,Ship,4,4,162,10,high,M,12,1583,Yes
F,Road,4,2,162,6,low,F,4,4094,No
D,Ship,5,4,243,5,medium,F,4,1813,No
B,Ship,3,2,265,6,low,M,9,5936,No
A,Ship,4,1,285,2,low,M,4,4401,No
C,Road,3,5,129,3,medium,F,52,1513,Yes
F,Ship,4,5,274,3,medium,M,4,4521,No
F,Road,4,4,238,3,medium,F,5,4724,Yes
F,Ship,3,5,150,2,low,M,29,1934,Yes
C,Ship,4,1,156,2,low,M,8,5488,No
B,Road,4,4,97,6,low,M,4,5801,No
F,Road,5,5,171,2,high,M,8,4602,No
F,Flight,3,1,233,3,medium,M,1,2744,Yes
C,Ship,5,1,182,2,low,M,6,4121,Yes
D,Ship,7,2,300,4,medium,F,10,1179,No
D,Ship,5,1,248,3,medium,M,6,5081,Yes
F,Ship,3,3,168,2,low,F,10,4583,Yes
F,Ship,4,3,195,3,low,M,7,4915,Yes
D,Ship,3,5,137,4,high,F,62,1477,Yes
A,Ship,2,3,140,2,medium,M,20,1832,Yes
D,Ship,3,2,145,2,low,F,44,1212,Yes
B,Flight,3,3,176,4,medium,M,10,1177,Yes
D,Ship,4,3,236,3,low,M,1,4752,No
D,Ship,5,5,217,6,medium,M,5,1616,No
F,Road,3,3,259,2,high,M,8,4481,No
C,Ship,4,5,221,10,high,M,9,4646,No
B,Flight,4,1,224,3,low,M,9,5546,Yes
C,Ship,4,5,254,3,medium,F,3,4404,No
A,Ship,5,4,242,3,high,F,4,4805,No
C,Ship,4,3,266,3,medium,M,8,4493,No
A,Flight,5,4,267,5,medium,F,10,1837,Yes
A,Ship,5,2,248,8,low,F,10,4583,No
F,Ship,2,1,203,4,medium,F,4,4145,No
B,Ship,3,1,151,2,low,F,4,1748,Yes
B,Ship,3,1,177,3,medium,M,61,1880,Yes
D,Ship,4,4,174,2,medium,F,2,5892,No
D,Flight,7,1,291,4,low,M,2,1216,Yes
D,Ship,4,4,161,4,low,F,14,1194,Yes
A,Flight,6,3,233,6,low,F,9,4814,No
F,Ship,4,4,140,3,low,F,4,5924,Yes
F,Ship,5,5,275,5,low,F,3,1145,No
B,Ship,5,5,212,5,low,F,6,4463,No
B,Ship,5,5,167,3,medium,M,1,4314,No
F,Ship,6,4,297,4,low,F,9,1249,Yes
D,Ship,6,2,291,4,low,F,7,1046,No
C,Flight,3,4,143,2,medium,F,6,1194,Yes
B,Ship,5,5,245,5,medium,F,4,4627,No
F,Ship,6,3,301,4,low,F,2,1083,No
F,Ship,5,5,192,3,medium,M,5,4942,Yes
F,Road,2,4,147,3,low,M,5,1920,Yes
B,Ship,5,1,218,5,medium,F,9,1603,No
C,Road,6,5,285,4,medium,F,5,1631,Yes
B,Road,4,5,185,2,low,M,6,4610,No
C,Ship,5,2,141,3,high,F,34,1020,Yes
F,Ship,4,4,147,4,low,F,8,5882,No
C,Ship,6,3,252,2,low,M,1,1756,No
D,Road,5,2,236,2,low,M,24,3679,Yes
B,Ship,3,5,150,2,low,F,48,1256,Yes
F,Flight,5,2,156,2,medium,M,19,1311,Yes
F,Ship,3,1,157,2,medium,F,39,1525,Yes
B,Ship,4,3,179,3,medium,M,40,1584,Yes
A,Ship,3,3,175,3,high,F,55,1229,Yes
F,Flight,3,4,212,3,low,F,8,5214,No
B,Road,5,3,265,5,low,F,3,1005,Yes
F,Ship,3,1,252,2,low,M,4,5559,No
C,Road,6,5,148,4,low,M,1,5216,Yes
A,Ship,3,2,209,2,low,F,24,2748,Yes
F,Ship,6,5,286,4,medium,F,4,4889,No
D,Flight,3,4,209,3,high,F,37,3650,Yes
D,Ship,4,3,210,3,medium,M,11,2655,Yes
A,Ship,4,3,296,3,low,M,4,1991,No
F,Ship,3,3,209,3,high,F,2,4036,Yes
F,Ship,4,3,249,5,low,F,3,1012,Yes
A,Flight,3,1,145,2,low,M,28,1313,Yes
F,Road,4,2,229,2,medium,F,7,4855,Yes
F,Flight,5,1,184,3,low,F,19,2625,Yes
B,Flight,4,2,255,5,medium,M,2,1255,No
F,Road,6,2,224,3,medium,F,26,3247,Yes
D,Ship,3,5,212,3,high,M,6,2069,Yes
C,Ship,4,3,220,3,low,F,6,4894,Yes
C,Ship,6,2,257,4,medium,M,1,1513,No
D,Flight,4,2,283,2,high,F,1,4115,No
F,Ship,4,5,263,3,medium,M,3,4020,No
A,Ship,3,1,186,3,high,F,1,5694,Yes
F,Ship,4,2,146,2,medium,M,4,4348,Yes
F,Flight,4,1,210,2,medium,F,7,3405,Yes
F,Ship,2,1,209,5,low,F,64,2016,Yes
F,Ship,5,1,139,3,medium,F,1,5953,Yes
D,Flight,4,4,200,3,low,M,19,2976,Yes
B,Flight,3,5,176,3,high,F,1,1982,Yes
B,Ship,3,4,236,4,high,F,9,4744,No
F,Flight,5,4,145,2,low,M,2,4753,No
D,Ship,7,5,282,5,low,M,8,1091,Yes
A,Road,4,5,191,3,low,F,19,2392,Yes
B,Ship,4,1,232,5,medium,F,6,1247,No
F,Ship,3,5,180,2,medium,M,1,5940,Yes
A,Road,3,5,267,2,high,M,1,4195,Yes
D,Ship,6,3,133,5,medium,M,32,1367,Yes
B,Road,2,2,260,3,medium,F,6,4747,No
A,Ship,3,4,209,2,low,M,62,2935,Yes
B,Ship,3,2,177,3,low,M,10,1641,Yes
B,Ship,3,2,198,4,medium,F,4,4564,No
F,Flight,4,4,212,3,low,M,21,3307,Yes
F,Flight,3,5,189,3,low,M,5,5422,No
C,Ship,4,3,258,3,low,F,12,2017,Yes
C,Ship,6,5,204,3,medium,M,7,4119,No
C,Ship,3,4,162,4,medium,M,10,4235,No
F,Ship,6,1,168,5,high,F,65,1601,Yes
D,Ship,4,5,219,2,high,M,4,4069,Yes
D,Ship,3,1,192,3,low,F,4,5179,No
A,Ship,5,3,245,3,medium,F,5,5663,No
B,Flight,5,1,264,2,medium,F,3,4056,Yes
B,Road,3,2,162,3,medium,M,6,4505,Yes
C,Road,5,5,222,3,low,M,10,2280,Yes
B,Ship,4,2,248,6,low,M,1,1415,Yes
B,Ship,4,1,196,3,low,M,4,4634,Yes
A,Ship,6,3,305,4,low,M,3,1276,No
D,Ship,3,1,183,4,low,M,5,5326,No
A,Ship,4,5,102,5,low,F,3,5767,No
B,Ship,3,2,203,3,high,M,3,2791,Yes
A,Ship,3,3,220,7,low,M,25,2141,Yes
A,Ship,5,4,271,3,low,M,3,5218,Yes
F,Ship,5,3,187,3,low,F,3,4343,No
A,Road,4,4,218,5,medium,F,36,2995,Yes
C,Ship,4,5,250,3,low,F,2,5206,No
C,Ship,5,4,241,5,medium,M,1,1924,Yes
D,Ship,4,2,168,6,medium,F,9,4030,No
F,Ship,6,3,284,4,low,F,3,1291,No
F,Ship,6,3,244,5,medium,F,4,1121,Yes
D,Road,3,3,183,3,low,M,2,4363,No
B,Ship,4,3,271,4,low,F,24,3499,Yes
A,Flight,5,1,182,5,high,F,6,5398,No
F,Ship,3,4,195,2,medium,F,10,4031,No
F,Ship,3,5,169,3,low,F,6,5397,No
A,Ship,4,2,174,3,medium,F,10,4318,No
F,Ship,4,2,270,5,low,M,6,1520,No
A,Ship,3,3,256,3,medium,M,8,4070,No
A,Ship,4,4,142,4,medium,M,2,1461,Yes
A,Ship,4,2,267,5,low,M,3,1933,Yes
F,Flight,3,1,228,3,medium,M,9,5530,No
F,Ship,4,2,124,2,medium,M,50,1592,Yes
F,Ship,6,5,301,4,low,F,7,1393,Yes
C,Ship,3,5,175,2,low,F,40,1460,Yes
A,Ship,5,5,145,2,medium,M,48,1834,Yes
C,Road,6,5,264,4,low,M,1,1039,Yes
D,Ship,4,5,275,6,low,M,3,5008,No
B,Road,4,3,216,3,medium,M,35,2567,Yes
A,Ship,5,2,150,3,medium,F,7,5980,No
B,Ship,3,5,205,4,low,M,2,1648,No
B,Ship,3,1,215,2,medium,F,9,4940,No
F,Ship,2,3,266,2,low,M,1,5356,No
C,Ship,3,4,134,2,medium,M,43,1198,Yes
F,Ship,4,4,198,2,low,M,6,5520,No
A,Ship,3,4,192,3,medium,F,31,3331,Yes
C,Road,4,1,213,5,low,M,10,5492,No
F,Ship,5,4,141,4,high,F,5,5444,Yes
F,Ship,7,5,267,4,medium,F,10,1067,No
D,Ship,3,1,227,3,medium,M,52,3336,Yes
D,Ship,5,4,273,3,medium,M,6,4044,Yes
F,Ship,3,2,135,3,low,M,27,1898,Yes
D,Flight,4,4,153,3,medium,M,3,4422,Yes
B,Ship,7,1,258,4,low,F,3,1482,No
B,Flight,4,3,146,4,medium,F,24,1844,Yes
C,Ship,5,4,134,3,medium,M,4,4908,No
D,Ship,6,5,254,4,high,F,10,1217,No
C,Ship,4,2,206,4,medium,F,5,1679,No
F,Ship,3,1,237,3,medium,F,4,5860,No
F,Ship,3,5,287,5,high,M,1,5263,Yes
B,Ship,5,1,229,4,medium,M,1,4584,Yes
B,Ship,3,3,264,3,low,M,3,4970,No
F,Ship,3,5,240,3,medium,F,54,2919,Yes
C,Ship,5,1,259,3,high,F,37,3023,Yes
C,Road,3,3,273,10,medium,F,10,5574,Yes
F,Ship,4,4,272,2,low,M,7,4042,Yes
F,Ship,3,3,147,8,medium,F,7,5822,No
D,Ship,4,2,272,4,low,M,62,2307,Yes
B,Road,3,4,172,10,high,M,9,4883,No
F,Road,5,5,272,2,low,F,4,5342,No
D,Flight,3,3,268,3,low,F,33,3872,Yes
A,Ship,6,5,279,4,low,M,7,1447,No
C,Ship,3,1,142,2,low,F,5,4728,No
B,Ship,3,1,232,4,medium,F,51,2899,Yes
F,Ship,3,4,264,3,low,M,8,4575,Yes
F,Ship,4,1,224,2,low,M,8,3638,Yes
A,Road,4,2,197,3,low,M,4,5800,No
F,Ship,5,4,257,5,low,M,10,1695,Yes
F,Ship,5,1,259,6,low,F,2,1876,No
B,Flight,4,1,245,5,medium,F,8,1923,No
B,Road,5,2,173,2,high,F,10,4741,No
B,Ship,3,3,265,3,low,F,10,4093,Yes
A,Flight,4,3,171,3,low,F,24,1304,Yes
F,Road,4,3,162,2,medium,F,58,1708,Yes
F,Ship,5,1,226,5,medium,M,3,1409,No
F,Ship,4,3,271,5,low,M,6,1555,Yes
D,Ship,5,3,254,2,medium,M,4,3297,Yes
B,Ship,3,4,172,6,medium,F,1,4618,No
C,Ship,4,4,135,10,medium,F,57,1361,Yes
A,Ship,5,5,228,3,medium,F,8,4731,Yes
C,Ship,5,1,153,2,low,F,7,4944,Yes
C,Ship,5,1,151,3,low,F,9,4895,No
D,Road,5,2,225,3,medium,F,29,2411,Yes
C,Ship,3,1,230,2,medium,F,18,2832,Yes
F,Ship,4,4,193,3,low,M,2,5975,Yes
F,Ship,3,3,172,6,medium,F,5,5366,Yes
B,Flight,3,5,268,3,low,M,7,4910,No
C,Flight,2,1,111,3,medium,M,16,1882,Yes
A,Ship,2,5,212,2,high,F,3,4389,No
B,Ship,4,4,201,10,medium,M,17,2059,Yes
F,Flight,3,1,158,5,low,M,9,1537,Yes
A,Ship,4,4,163,3,low,M,8,4921,Yes
D,Ship,5,3,186,4,medium,F,11,3676,Yes
A,Ship,3,1,185,4,low,F,35,3648,Yes
F,Ship,5,5,106,5,low,F,46,1275,Yes
A,Ship,4,2,222,2,medium,F,16,2518,Yes
A,Ship,4,2,217,6,medium,F,3,1732,Yes
F,Ship,5,1,279,5,medium,M,4,4405,Yes
D,Flight,6,1,290,4,medium,M,6,1505,Yes
F,Ship,4,5,262,6,low,M,10,1156,No
B,Ship,4,3,223,4,low,F,25,3148,Yes
F,Ship,5,4,263,3,medium,M,61,2606,Yes
F,Ship,6,5,310,4,medium,M,1,1105,Yes
A,Ship,3,4,260,3,low,F,21,2003,Yes
B,Ship,4,4,144,2,low,M,5,4380,Yes
C,Ship,4,3,226,2,low,F,32,2912,Yes
D,Ship,6,1,286,7,medium,F,7,2338,Yes
A,Ship,2,3,274,4,medium,F,10,4798,Yes
D,Ship,2,1,139,3,low,F,39,1582,Yes
F,Ship,2,3,260,2,low,F,1,4547,No
F,Ship,6,3,280,4,low,M,2,1753,No
F,Ship,5,3,154,2,medium,M,8,4006,No
F,Ship,3,5,222,5,medium,M,2,4027,Yes
F,Ship,4,3,140,3,high,F,46,1072,Yes
F,Road,4,3,240,2,medium,F,2,5588,No
A,Ship,3,2,215,4,high,M,1,4158,No
A,Ship,3,1,192,3,medium,M,4,4997,Yes
F,Ship,6,5,100,4,medium,F,3,1440,Yes
B,Ship,4,5,193,4,low,M,33,2173,Yes
F,Flight,2,3,134,3,low,M,4,5958,No
B,Flight,4,1,233,2,low,M,9,4799,Yes
C,Ship,3,1,173,3,low,F,3,4453,Yes
B,Ship,5,5,197,4,low,F,7,4141,Yes
C,Ship,4,1,211,2,medium,F,44,3099,Yes
F,Ship,3,3,211,3,medium,M,7,5185,No
F,Flight,4,1,196,3,medium,F,9,5216,Yes
C,Ship,6,5,254,4,medium,M,4,1887,Yes
B,Ship,5,5,183,3,medium,F,3,4071,Yes
F,Ship,4,5,142,4,medium,F,6,5027,No
F,Road,4,5,225,4,low,M,48,2767,Yes
F,Ship,4,1,135,3,medium,M,39,1549,Yes
B,Ship,5,4,237,6,medium,M,2,4541,No
C,Flight,5,5,230,10,high,M,10,5619,Yes
B,Ship,5,3,162,4,medium,M,38,1407,Yes
A,Ship,3,4,166,2,medium,F,58,1319,Yes
F,Ship,6,1,257,4,medium,F,3,5656,Yes
C,Ship,3,5,132,2,low,M,10,4462,Yes
A,Ship,5,1,224,5,low,M,1,1600,No
A,Road,4,4,162,3,low,F,8,5394,No
F,Ship,6,1,284,4,low,F,7,1153,No
C,Ship,5,1,245,5,low,M,7,1038,No
F,Road,5,2,152,3,low,F,4,4770,Yes
F,Ship,7,4,295,4,low,M,5,1239,No
D,Ship,3,2,249,5,medium,F,6,1887,No
F,Ship,4,1,208,3,medium,F,8,4890,Yes
D,Flight,6,3,191,6,medium,F,2,4471,No
F,Ship,4,1,133,2,medium,M,8,4277,No
B,Flight,6,5,225,3,medium,M,10,4972,No
D,Ship,3,3,202,4,low,F,9,4917,No
B,Ship,4,4,223,5,medium,M,1,1124,Yes
A,Ship,2,2,251,6,medium,F,1,4165,Yes
B,Ship,4,4,260,2,low,M,17,3068,Yes
C,Ship,4,2,195,2,medium,M,10,4640,No
B,Flight,4,2,273,5,medium,F,6,2126,Yes
D,Ship,3,5,126,2,low,F,63,1141,Yes
F,Ship,7,1,264,4,medium,F,5,1238,No
A,Ship,5,1,160,5,medium,F,16,1526,Yes
F,Ship,3,5,183,2,low,F,10,2621,Yes
C,Ship,3,1,186,2,low,F,1,5054,Yes
D,Ship,3,2,275,2,low,F,5,5393,Yes
B,Flight,5,1,243,5,medium,M,8,1732,No
F,Ship,3,1,121,5,low,M,62,1505,Yes
C,Ship,5,1,227,2,low,M,15,3798,Yes
F,Ship,3,3,232,5,medium,M,10,5580,No
A,Ship,4,3,225,5,medium,F,6,1573,No
A,Flight,6,4,249,5,medium,M,43,3078,Yes
F,Ship,5,4,222,3,low,M,7,5340,No
F,Ship,6,2,251,4,medium,F,6,1864,No
B,Road,5,2,272,2,low,F,1,5412,No
A,Road,6,5,308,4,low,M,8,1569,Yes
C,Ship,4,4,234,5,low,M,7,1871,No
F,Road,4,4,238,2,low,F,4,4337,Yes
B,Road,4,2,251,6,low,F,3,1297,No
B,Ship,3,2,183,4,low,M,49,2414,Yes
B,Ship,6,5,269,4,medium,F,7,1249,Yes
F,Ship,4,2,175,3,medium,M,7,4874,Yes
B,Ship,5,1,214,3,low,M,33,2562,Yes
A,Ship,3,4,179,3,high,M,57,1582,Yes
F,Ship,4,3,186,3,low,M,2,4437,Yes
C,Road,5,4,257,3,medium,F,3,4895,Yes
A,Road,4,4,128,6,medium,F,3,5459,No
A,Ship,3,5,169,3,low,M,1,4636,Yes
D,Road,4,3,184,3,medium,F,19,2774,Yes
C,Ship,5,4,254,5,low,M,10,1350,No
F,Road,5,3,160,3,low,F,10,4416,Yes
A,Flight,3,4,215,2,low,F,8,5683,No
A,Ship,5,1,219,3,low,M,14,2447,Yes
F,Road,4,2,186,10,low,M,45,3722,Yes
F,Ship,2,4,223,3,medium,F,19,3356,Yes
B,Road,3,1,190,3,low,F,1,5065,Yes
F,Road,4,5,258,2,medium,F,2,4303,Yes
C,Ship,3,4,247,3,medium,M,8,5792,No
B,Road,4,1,207,2,medium,M,4,4099,No
A,Flight,6,4,144,4,low,F,5,4631,No
A,Ship,2,5,111,2,low,F,5,4038,Yes
A,Ship,5,5,218,5,medium,F,7,1692,No
A,Road,4,5,162,3,low,F,31,1170,Yes
F,Ship,6,1,155,5,medium,F,8,4882,No
A,Ship,4,5,220,3,medium,F,1,4912,Yes
A,Ship,4,5,223,5,medium,M,4,4704,No
F,Flight,6,1,285,4,low,F,3,1448,Yes
D,Ship,3,2,182,2,low,M,10,4391,Yes
C,Flight,4,4,139,2,high,F,9,4446,Yes
D,Ship,5,5,200,3,low,M,6,4401,Yes
F,Ship,5,5,263,5,medium,F,1,1114,Yes
B,Ship,3,2,158,2,medium,F,8,5907,No
F,Ship,6,2,286,4,medium,M,6,1556,Yes
B,Road,3,4,157,3,medium,F,6,5398,Yes
C,Road,5,5,195,4,medium,M,1,4482,No
D,Ship,3,2,145,2,medium,F,29,1690,Yes
F,Ship,3,3,253,2,low,M,5,4112,Yes
F,Ship,4,3,157,3,medium,M,9,4990,No
A,Ship,6,3,247,4,low,M,3,1616,Yes
A,Flight,4,5,259,2,medium,M,15,2381,Yes
B,Flight,6,5,212,2,low,F,5,4804,Yes
D,Ship,3,5,272,10,medium,M,59,2182,Yes
B,Road,2,5,104,7,low,M,12,1064,Yes
C,Ship,3,5,144,3,medium,F,9,5912,No
A,Ship,3,1,150,3,low,F,43,1831,Yes
F,Road,4,2,206,2,medium,M,5,4635,No
C,Flight,3,1,121,5,low,F,60,1577,Yes
F,Ship,5,1,142,6,medium,M,1,4843,Yes
B,Flight,3,4,140,3,low,M,3,5300,No
A,Flight,6,3,283,5,medium,M,10,1483,No
B,Ship,4,4,195,4,medium,M,2,5464,No
B,Ship,3,3,234,3,medium,F,8,2334,Yes
C,Ship,4,2,190,2,medium,M,37,2563,Yes
B,Road,3,1,175,2,low,M,42,1668,Yes
A,Road,4,5,244,3,medium,M,3,5857,Yes
B,Flight,5,2,244,5,low,M,1,1875,Yes
A,Ship,4,5,214,3,high,M,6,5646,No
F,Ship,4,4,220,3,low,F,4,5622,No
F,Flight,7,1,308,4,medium,M,5,1705,No
C,Ship,3,1,244,3,high,M,7,5140,Yes
C,Ship,5,3,262,5,low,F,8,1493,Yes
C,Flight,2,4,168,3,low,F,15,1886,Yes
A,Ship,3,4,263,3,medium,F,2,5741,Yes
D,Ship,5,3,264,10,medium,F,34,3441,Yes
F,Ship,3,3,261,4,medium,F,4,4307,Yes
D,Ship,3,4,211,3,low,M,56,3654,Yes
F,Flight,3,2,129,3,high,M,9,4342,Yes
F,Flight,6,5,269,4,low,M,9,1826,No
F,Ship,3,5,251,2,low,M,4,4015,No
F,Flight,4,5,206,4,medium,F,1,1593,No
C,Ship,4,3,177,3,medium,F,4,4551,No
D,Ship,5,3,209,2,high,F,49,2581,Yes
F,Ship,3,3,182,3,low,F,5,5914,No
C,Flight,3,4,148,2,low,F,5,4693,Yes
C,Ship,4,3,229,2,medium,F,8,5868,No
